metric,profile,baseline,topology,load_tps,n_pairs,baseline_mean,profile_mean,delta_improvement_ms,delta_improvement_pct,ci_low,ci_high,ci_halfwidth_rel,p_value,significant,holm_p,holm_reject
all_p99_ms,C1,C0,T1_vpn,100,3,2054.800000,1079.800000,975.000000,47.449873,975.000000,975.000000,0.000000,0.000100,True,,
all_p99_ms,C1,C0,T1_vpn,200,3,7404.800000,1079.800000,6325.000000,85.417567,6325.000000,6325.000000,0.000000,0.000100,True,,
all_p99_ms,C1,C0,T1_vpn,400,3,29846.466667,6446.466667,23400.000000,78.401240,23375.000000,23425.000000,0.000838,0.000100,True,,
all_p99_ms,C1,C0,T2_three_region_emulated,25,3,2236.333333,1319.666667,916.666667,40.989715,775.000000,1050.000000,0.061485,0.000100,True,,
all_p99_ms,C1,C0,T2_three_region_emulated,50,3,2319.666667,1336.333333,983.333333,42.391148,925.000000,1050.000000,0.026944,0.000100,True,,
all_p99_ms,C1,C0,T2_three_region_emulated,100,3,2253.000000,1311.333333,941.666667,41.796124,900.000000,1000.000000,0.022193,0.000100,True,,
all_p99_ms,C1,C0,T2_three_region_emulated,200,3,7553.000000,1344.666667,6208.333333,82.196920,6075.000000,6325.000000,0.016550,0.000100,True,,
all_p99_ms,C1,C0,T2_three_region_emulated,400,3,29561.333333,6678.000000,22883.333333,77.409679,22575.000000,23275.000000,0.011840,0.000100,True,,
all_p99_ms,C2,C0,T0_local,25,3,2026.400000,776.400000,1250.000000,61.685748,1250.000000,1250.000000,0.000000,0.000100,True,,
all_p99_ms,C2,C0,T0_local,50,3,2001.400000,776.400000,1225.000000,61.207155,1225.000000,1225.000000,0.000000,0.000100,True,,
all_p99_ms,C2,C0,T0_local,100,3,2026.400000,776.400000,1250.000000,61.685748,1250.000000,1250.000000,0.000000,0.000100,True,,
all_p99_ms,C2,C0,T0_local,200,3,7368.066667,776.400000,6591.666667,89.462636,6575.000000,6600.000000,0.001697,0.000100,True,,
all_p99_ms,C2,C0,T0_local,400,3,29851.400000,776.400000,29075.000000,97.399117,29050.000000,29100.000000,0.000837,0.000100,True,,
all_p99_ms,C2,C0,T1_vpn,25,3,2071.466667,821.466667,1250.000000,60.343718,1225.000000,1300.000000,0.018103,0.000100,True,,
all_p99_ms,C2,C0,T1_vpn,50,3,2063.133333,829.800000,1233.333333,59.779623,1225.000000,1250.000000,0.006059,0.000100,True,,
all_p99_ms,C2,C0,T1_vpn,100,3,2054.800000,829.800000,1225.000000,59.616508,1225.000000,1225.000000,0.000000,0.000100,True,,
all_p99_ms,C2,C0,T1_vpn,200,3,7404.800000,829.800000,6575.000000,88.793755,6575.000000,6575.000000,0.000000,0.000100,True,,
all_p99_ms,C2,C0,T1_vpn,400,3,29846.466667,829.800000,29016.666667,97.219771,29000.000000,29050.000000,0.000838,0.000100,True,,
all_p99_ms,C2,C0,T2_three_region_emulated,25,3,2236.333333,1028.000000,1208.333333,54.031897,1150.000000,1250.000000,0.022358,0.000100,True,,
all_p99_ms,C2,C0,T2_three_region_emulated,50,3,2319.666667,1044.666667,1275.000000,54.964794,1250.000000,1300.000000,0.010777,0.000100,True,,
all_p99_ms,C2,C0,T2_three_region_emulated,100,3,2253.000000,1028.000000,1225.000000,54.371949,1225.000000,1225.000000,0.000000,0.000100,True,,
all_p99_ms,C2,C0,T2_three_region_emulated,200,3,7553.000000,1061.333333,6491.666667,85.948188,6450.000000,6575.000000,0.008275,0.000100,True,,
all_p99_ms,C2,C0,T2_three_region_emulated,400,3,29561.333333,1219.666667,28341.666667,95.874115,28000.000000,28800.000000,0.013531,0.000100,True,,
all_p99_ms,C3,C0,T0_local,25,3,2026.400000,534.733333,1491.666667,73.611659,1475.000000,1500.000000,0.006169,0.000100,True,,
all_p99_ms,C3,C0,T0_local,50,3,2001.400000,526.400000,1475.000000,73.698411,1475.000000,1475.000000,0.000000,0.000100,True,,
all_p99_ms,C3,C0,T0_local,100,3,2026.400000,526.400000,1500.000000,74.022898,1500.000000,1500.000000,0.000000,0.000100,True,,
all_p99_ms,C3,C0,T0_local,200,3,7368.066667,526.400000,6841.666667,92.855656,6825.000000,6850.000000,0.001697,0.000100,True,,
all_p99_ms,C3,C0,T0_local,400,3,29851.400000,526.400000,29325.000000,98.236599,29300.000000,29350.000000,0.000837,0.000100,True,,
all_p99_ms,C3,C0,T1_vpn,25,3,2071.466667,579.800000,1491.666667,72.010170,1475.000000,1525.000000,0.012069,0.000100,True,,
all_p99_ms,C3,C0,T1_vpn,50,3,2063.133333,596.466667,1466.666667,71.089282,1450.000000,1475.000000,0.006059,0.000100,True,,
all_p99_ms,C3,C0,T1_vpn,100,3,2054.800000,579.800000,1475.000000,71.783142,1475.000000,1475.000000,0.000000,0.000100,True,,
all_p99_ms,C3,C0,T1_vpn,200,3,7404.800000,579.800000,6825.000000,92.169944,6825.000000,6825.000000,0.000000,0.000100,True,,
all_p99_ms,C3,C0,T1_vpn,400,3,29846.466667,579.800000,29266.666667,98.057391,29250.000000,29300.000000,0.000838,0.000100,True,,
all_p99_ms,C3,C0,T2_three_region_emulated,25,3,2236.333333,794.666667,1441.666667,64.465643,1375.000000,1525.000000,0.033537,0.000100,True,,
all_p99_ms,C3,C0,T2_three_region_emulated,50,3,2319.666667,903.000000,1416.666667,61.071993,1300.000000,1525.000000,0.048498,0.000100,True,,
all_p99_ms,C3,C0,T2_three_region_emulated,100,3,2253.000000,819.666667,1433.333333,63.618879,1375.000000,1475.000000,0.022193,0.000100,True,,
all_p99_ms,C3,C0,T2_three_region_emulated,200,3,7553.000000,869.666667,6683.333333,88.485811,6600.000000,6725.000000,0.008275,0.000100,True,,
all_p99_ms,C3,C0,T2_three_region_emulated,400,3,29561.333333,836.333333,28725.000000,97.170854,28575.000000,29025.000000,0.007611,0.000100,True,,
all_p99_ms,C4,C0,T0_local,25,3,2026.400000,284.733333,1741.666667,85.948809,1725.000000,1750.000000,0.006169,0.000100,True,,
all_p99_ms,C4,C0,T0_local,50,3,2001.400000,276.400000,1725.000000,86.189667,1725.000000,1725.000000,0.000000,0.000100,True,,
all_p99_ms,C4,C0,T0_local,100,3,2026.400000,276.400000,1750.000000,86.360047,1750.000000,1750.000000,0.000000,0.000100,True,,
all_p99_ms,C4,C0,T0_local,200,3,7368.066667,276.400000,7091.666667,96.248677,7075.000000,7100.000000,0.001697,0.000100,True,,
all_p99_ms,C4,C0,T0_local,400,3,29851.400000,276.400000,29575.000000,99.074080,29550.000000,29600.000000,0.000837,0.000100,True,,
all_p99_ms,C4,C0,T1_vpn,25,3,2071.466667,404.800000,1666.666667,80.458290,1525.000000,1750.000000,0.054309,0.000100,True,,
all_p99_ms,C4,C0,T1_vpn,50,3,2063.133333,329.800000,1733.333333,84.014606,1725.000000,1750.000000,0.006059,0.000100,True,,
all_p99_ms,C4,C0,T1_vpn,100,3,2054.800000,354.800000,1700.000000,82.733113,1700.000000,1700.000000,0.000000,0.000100,True,,
all_p99_ms,C4,C0,T1_vpn,200,3,7404.800000,338.133333,7066.666667,95.433593,7050.000000,7075.000000,0.001688,0.000100,True,,
all_p99_ms,C4,C0,T1_vpn,400,3,29846.466667,363.133333,29483.333333,98.783329,29450.000000,29525.000000,0.001256,0.000100,True,,
all_p99_ms,C4,C0,T2_three_region_emulated,25,3,2236.333333,603.000000,1633.333333,73.036220,1625.000000,1650.000000,0.005590,0.000100,True,,
all_p99_ms,C4,C0,T2_three_region_emulated,50,3,2319.666667,661.333333,1658.333333,71.490157,1575.000000,1700.000000,0.026944,0.000100,True,,
all_p99_ms,C4,C0,T2_three_region_emulated,100,3,2253.000000,653.000000,1600.000000,71.016423,1600.000000,1600.000000,0.000000,0.000100,True,,
all_p99_ms,C4,C0,T2_three_region_emulated,200,3,7553.000000,644.666667,6908.333333,91.464760,6825.000000,7000.000000,0.011585,0.000100,True,,
all_p99_ms,C4,C0,T2_three_region_emulated,400,3,29561.333333,769.666667,28791.666667,97.396374,28450.000000,29225.000000,0.013108,0.000100,True,,
goodput_tps,C1,C0,T0_local,25,3,25.032790,25.032790,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C1,C0,T0_local,50,3,50.022126,50.022126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C1,C0,T0_local,100,3,100.042374,100.042374,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C1,C0,T0_local,200,3,200.047339,200.047339,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C1,C0,T0_local,400,3,297.825371,400.034114,-102.208743,-34.318347,-103.803165,-99.555496,0.007131,0.000100,True,,
goodput_tps,C1,C0,T1_vpn,25,3,25.032790,25.032790,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C1,C0,T1_vpn,50,3,50.022126,50.022126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C1,C0,T1_vpn,100,3,100.042374,100.042374,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C1,C0,T1_vpn,200,3,200.047339,200.047339,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C1,C0,T1_vpn,400,3,296.991938,400.034114,-103.042175,-34.695277,-104.767824,-100.005521,0.008018,0.000100,True,,
goodput_tps,C1,C0,T2_three_region_emulated,25,3,25.032790,25.032790,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C1,C0,T2_three_region_emulated,50,3,50.022126,50.022126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C1,C0,T2_three_region_emulated,100,3,100.042374,100.042374,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C1,C0,T2_three_region_emulated,200,3,200.047339,200.047339,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C1,C0,T2_three_region_emulated,400,3,293.958417,400.034114,-106.075697,-36.085273,-108.803317,-103.155695,0.009606,0.000100,True,,
goodput_tps,C2,C0,T0_local,25,3,25.032790,25.032790,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C2,C0,T0_local,50,3,50.022126,50.022126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C2,C0,T0_local,100,3,100.042374,100.042374,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C2,C0,T0_local,200,3,200.047339,200.047339,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C2,C0,T0_local,400,3,297.825371,400.034114,-102.208743,-34.318347,-103.803165,-99.555496,0.007131,0.000100,True,,
goodput_tps,C2,C0,T1_vpn,25,3,25.032790,25.032790,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C2,C0,T1_vpn,50,3,50.022126,50.022126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C2,C0,T1_vpn,100,3,100.042374,100.042374,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C2,C0,T1_vpn,200,3,200.047339,200.047339,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C2,C0,T1_vpn,400,3,296.991938,400.034114,-103.042175,-34.695277,-104.767824,-100.005521,0.008018,0.000100,True,,
goodput_tps,C2,C0,T2_three_region_emulated,25,3,25.032790,25.032790,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C2,C0,T2_three_region_emulated,50,3,50.022126,50.022126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C2,C0,T2_three_region_emulated,100,3,100.042374,100.042374,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C2,C0,T2_three_region_emulated,200,3,200.047339,200.047339,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C2,C0,T2_three_region_emulated,400,3,293.958417,400.034114,-106.075697,-36.085273,-108.803317,-103.155695,0.009606,0.000100,True,,
goodput_tps,C3,C0,T0_local,25,3,25.032790,25.032790,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C3,C0,T0_local,50,3,50.022126,50.022126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C3,C0,T0_local,100,3,100.042374,100.042374,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C3,C0,T0_local,200,3,200.047339,200.047339,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C3,C0,T0_local,400,3,297.825371,400.034114,-102.208743,-34.318347,-103.803165,-99.555496,0.007131,0.000100,True,,
goodput_tps,C3,C0,T1_vpn,25,3,25.032790,25.032790,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C3,C0,T1_vpn,50,3,50.022126,50.022126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C3,C0,T1_vpn,100,3,100.042374,100.042374,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C3,C0,T1_vpn,200,3,200.047339,200.047339,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C3,C0,T1_vpn,400,3,296.991938,400.034114,-103.042175,-34.695277,-104.767824,-100.005521,0.008018,0.000100,True,,
goodput_tps,C3,C0,T2_three_region_emulated,25,3,25.032790,25.032790,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C3,C0,T2_three_region_emulated,50,3,50.022126,50.022126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C3,C0,T2_three_region_emulated,100,3,100.042374,100.042374,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C3,C0,T2_three_region_emulated,200,3,200.047339,200.047339,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C3,C0,T2_three_region_emulated,400,3,293.958417,400.034114,-106.075697,-36.085273,-108.803317,-103.155695,0.009606,0.000100,True,,
goodput_tps,C4,C0,T0_local,25,3,25.032790,25.032790,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C4,C0,T0_local,50,3,50.022126,50.022126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C4,C0,T0_local,100,3,100.042374,100.042374,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C4,C0,T0_local,200,3,200.047339,200.047339,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C4,C0,T0_local,400,3,297.825371,400.034114,-102.208743,-34.318347,-103.803165,-99.555496,0.007131,0.000100,True,,
goodput_tps,C4,C0,T1_vpn,25,3,25.032790,25.032790,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C4,C0,T1_vpn,50,3,50.022126,50.022126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C4,C0,T1_vpn,100,3,100.042374,100.042374,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C4,C0,T1_vpn,200,3,200.047339,200.047339,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C4,C0,T1_vpn,400,3,296.991938,400.034114,-103.042175,-34.695277,-104.767824,-100.005521,0.008018,0.000100,True,,
goodput_tps,C4,C0,T2_three_region_emulated,25,3,25.032790,25.032790,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C4,C0,T2_three_region_emulated,50,3,50.022126,50.022126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C4,C0,T2_three_region_emulated,100,3,100.042374,100.042374,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C4,C0,T2_three_region_emulated,200,3,200.047339,200.047339,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
goodput_tps,C4,C0,T2_three_region_emulated,400,3,293.958417,400.034114,-106.075697,-36.085273,-108.803317,-103.155695,0.009606,0.000100,True,,
convergence_p99_ms,C1,C0,T0_local,25,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C1,C0,T0_local,50,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C1,C0,T0_local,100,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C1,C0,T0_local,200,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C1,C0,T0_local,400,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C1,C0,T1_vpn,25,3,25.000000,33.333333,-8.333333,-33.333333,-25.000000,0.000000,0.500000,0.595200,False,,
convergence_p99_ms,C1,C0,T1_vpn,50,3,25.000000,33.333333,-8.333333,-33.333333,-25.000000,0.000000,0.500000,0.580600,False,,
convergence_p99_ms,C1,C0,T1_vpn,100,3,33.333333,25.000000,8.333333,25.000000,0.000000,25.000000,0.375000,0.606400,False,,
convergence_p99_ms,C1,C0,T1_vpn,200,3,33.333333,33.333333,0.000000,0.000000,-25.000000,25.000000,0.750000,1.000000,False,,
convergence_p99_ms,C1,C0,T1_vpn,400,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C1,C0,T2_three_region_emulated,25,3,116.666667,133.333333,-16.666667,-14.285714,-50.000000,0.000000,0.214286,0.597000,False,,
convergence_p99_ms,C1,C0,T2_three_region_emulated,50,3,108.333333,175.000000,-66.666667,-61.538462,-125.000000,-25.000000,0.461538,0.000100,True,,
convergence_p99_ms,C1,C0,T2_three_region_emulated,100,3,133.333333,200.000000,-66.666667,-50.000000,-125.000000,0.000000,0.468750,0.076400,False,,
convergence_p99_ms,C1,C0,T2_three_region_emulated,200,3,133.333333,166.666667,-33.333333,-25.000000,-100.000000,25.000000,0.468750,0.299200,False,,
convergence_p99_ms,C1,C0,T2_three_region_emulated,400,3,116.666667,150.000000,-33.333333,-28.571429,-50.000000,-25.000000,0.107143,0.000100,True,,
convergence_p99_ms,C2,C0,T0_local,25,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C2,C0,T0_local,50,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C2,C0,T0_local,100,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C2,C0,T0_local,200,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C2,C0,T0_local,400,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C2,C0,T1_vpn,25,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C2,C0,T1_vpn,50,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C2,C0,T1_vpn,100,3,33.333333,25.000000,8.333333,25.000000,0.000000,25.000000,0.375000,0.606400,False,,
convergence_p99_ms,C2,C0,T1_vpn,200,3,33.333333,25.000000,8.333333,25.000000,0.000000,25.000000,0.375000,0.603400,False,,
convergence_p99_ms,C2,C0,T1_vpn,400,3,25.000000,50.000000,-25.000000,-100.000000,-25.000000,-25.000000,0.000000,0.000100,True,,
convergence_p99_ms,C2,C0,T2_three_region_emulated,25,3,116.666667,133.333333,-16.666667,-14.285714,-50.000000,25.000000,0.321429,0.511600,False,,
convergence_p99_ms,C2,C0,T2_three_region_emulated,50,3,108.333333,158.333333,-50.000000,-46.153846,-100.000000,-25.000000,0.346154,0.000100,True,,
convergence_p99_ms,C2,C0,T2_three_region_emulated,100,3,133.333333,108.333333,25.000000,18.750000,-25.000000,75.000000,0.375000,0.298000,False,,
convergence_p99_ms,C2,C0,T2_three_region_emulated,200,3,133.333333,133.333333,0.000000,0.000000,-25.000000,25.000000,0.187500,1.000000,False,,
convergence_p99_ms,C2,C0,T2_three_region_emulated,400,3,116.666667,158.333333,-41.666667,-35.714286,-125.000000,0.000000,0.535714,0.596800,False,,
convergence_p99_ms,C3,C0,T0_local,25,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C3,C0,T0_local,50,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C3,C0,T0_local,100,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C3,C0,T0_local,200,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C3,C0,T0_local,400,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C3,C0,T1_vpn,25,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C3,C0,T1_vpn,50,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C3,C0,T1_vpn,100,3,33.333333,33.333333,0.000000,0.000000,-25.000000,25.000000,0.750000,1.000000,False,,
convergence_p99_ms,C3,C0,T1_vpn,200,3,33.333333,25.000000,8.333333,25.000000,0.000000,25.000000,0.375000,0.603400,False,,
convergence_p99_ms,C3,C0,T1_vpn,400,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C3,C0,T2_three_region_emulated,25,3,116.666667,133.333333,-16.666667,-14.285714,-50.000000,25.000000,0.321429,0.530200,False,,
convergence_p99_ms,C3,C0,T2_three_region_emulated,50,3,108.333333,158.333333,-50.000000,-46.153846,-125.000000,0.000000,0.576923,0.077000,False,,
convergence_p99_ms,C3,C0,T2_three_region_emulated,100,3,133.333333,133.333333,0.000000,0.000000,-50.000000,75.000000,0.468750,1.000000,False,,
convergence_p99_ms,C3,C0,T2_three_region_emulated,200,3,133.333333,141.666667,-8.333333,-6.250000,-25.000000,25.000000,0.187500,0.512400,False,,
convergence_p99_ms,C3,C0,T2_three_region_emulated,400,3,116.666667,175.000000,-58.333333,-50.000000,-75.000000,-25.000000,0.214286,0.000100,True,,
convergence_p99_ms,C4,C0,T0_local,25,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C4,C0,T0_local,50,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C4,C0,T0_local,100,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C4,C0,T0_local,200,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C4,C0,T0_local,400,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C4,C0,T1_vpn,25,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C4,C0,T1_vpn,50,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C4,C0,T1_vpn,100,3,33.333333,25.000000,8.333333,25.000000,0.000000,25.000000,0.375000,0.606400,False,,
convergence_p99_ms,C4,C0,T1_vpn,200,3,33.333333,33.333333,0.000000,0.000000,-25.000000,25.000000,0.750000,1.000000,False,,
convergence_p99_ms,C4,C0,T1_vpn,400,3,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,,
convergence_p99_ms,C4,C0,T2_three_region_emulated,25,3,116.666667,133.333333,-16.666667,-14.285714,-100.000000,25.000000,0.535714,0.597000,False,,
convergence_p99_ms,C4,C0,T2_three_region_emulated,50,3,108.333333,191.666667,-83.333333,-76.923077,-150.000000,-25.000000,0.576923,0.000100,True,,
convergence_p99_ms,C4,C0,T2_three_region_emulated,100,3,133.333333,183.333333,-50.000000,-37.500000,-75.000000,-25.000000,0.187500,0.000100,True,,
convergence_p99_ms,C4,C0,T2_three_region_emulated,200,3,133.333333,183.333333,-50.000000,-37.500000,-75.000000,-25.000000,0.187500,0.000100,True,,
convergence_p99_ms,C4,C0,T2_three_region_emulated,400,3,116.666667,200.000000,-83.333333,-71.428571,-150.000000,-25.000000,0.535714,0.000100,True,,
