run_id,config,topology,load_tps,repeat,trace_id,provenance,n_submitted,n_success,n_timeout,window_s,p50_ms,p95_ms,p99_ms,all_p50_ms,all_p95_ms,all_p99_ms,convergence_p99_ms,goodput_tps,availability_pct,consistency_pct,p99_drift_pct,observed_block_interval_ms,tx_per_block_mean,queue_slope_tx_per_s,queue_slope_ci_low,queue_slope_ci_high,queue_depth_p95,cpu_p95_pct,cpu_max_pct,cpu_saturated_s,disk_p99_ms,mem_p95_mib
RUN-0189,C1,T2_three_region_emulated,25,3,L25-R03,SIMULATED,500,500,0,19.970211,728.000000,1128.000000,1203.000000,753.000000,1153.000000,1228.000000,125.000000,25.037292,100.000000,100.000000,0.000000,1000.000000,24.038462,-0.374126,-0.800000,0.000000,20.000000,14.492758,15.244760,0.000000,5.604293,1868.432000
RUN-0217,C1,T2_three_region_emulated,50,1,L50-R01,SIMULATED,1000,1000,0,19.997491,678.000000,1153.000000,1278.000000,753.000000,1228.000000,1353.000000,125.000000,50.006273,100.000000,100.000000,6.234414,1000.000000,48.076923,0.142857,-0.250000,0.500000,30.000000,16.744331,16.858647,0.000000,4.293676,1877.648000
RUN-0223,C1,T2_three_region_emulated,50,2,L50-R02,SIMULATED,1000,1000,0,19.987437,703.000000,1153.000000,1228.000000,753.000000,1203.000000,1303.000000,150.000000,50.031428,100.000000,100.000000,-6.107492,1000.000000,48.076923,-0.133929,-0.600000,0.333333,35.000000,16.326818,16.433934,0.000000,4.004897,1882.256000
RUN-0222,C1,T2_three_region_emulated,50,3,L50-R03,SIMULATED,1000,1000,0,19.988535,678.000000,1153.000000,1228.000000,753.000000,1228.000000,1353.000000,250.000000,50.028679,100.000000,100.000000,-3.912363,1000.000000,48.076923,-0.500000,-0.909091,-0.176471,34.000000,15.560078,16.353187,0.000000,5.690777,1881.334400
RUN-0154,C1,T2_three_region_emulated,100,1,L100-R01,SIMULATED,2000,2000,0,19.998204,703.000000,1153.000000,1278.000000,778.000000,1203.000000,1353.000000,225.000000,100.008983,100.000000,100.000000,-5.755948,1000.000000,96.153846,0.160256,-0.611111,0.714286,62.000000,20.365501,20.701552,0.000000,6.906838,1907.139200
RUN-0162,C1,T2_three_region_emulated,100,2,L100-R02,SIMULATED,2000,2000,0,19.986017,728.000000,1153.000000,1228.000000,778.000000,1203.000000,1278.000000,175.000000,100.069965,100.000000,100.000000,2.035831,1000.000000,96.153846,0.645833,0.000000,1.333333,65.000000,20.324193,20.366157,0.000000,7.287072,1909.904000
RUN-0165,C1,T2_three_region_emulated,100,3,L100-R03,SIMULATED,2000,2000,0,19.990370,703.000000,1153.000000,1203.000000,753.000000,1203.000000,1303.000000,200.000000,100.048173,100.000000,100.000000,0.000000,1000.000000,96.153846,0.162338,-0.500000,0.600000,59.000000,19.873968,20.483767,0.000000,8.089918,1904.374400
RUN-0174,C1,T2_three_region_emulated,200,1,L200-R01,SIMULATED,4000,4000,0,19.991344,728.000000,1178.000000,1253.000000,778.000000,1228.000000,1328.000000,150.000000,200.086600,100.000000,100.000000,1.995211,1000.000000,192.307692,0.000000,-0.888889,1.000000,115.000000,28.676940,29.492180,0.000000,3.630394,1955.984000
RUN-0172,C1,T2_three_region_emulated,200,2,L200-R02,SIMULATED,4000,4000,0,19.999186,728.000000,1178.000000,1328.000000,753.000000,1228.000000,1403.000000,125.000000,200.008145,100.000000,100.000000,-16.037063,1000.000000,192.307692,0.703297,-0.200000,1.666667,120.000000,29.340004,31.806088,0.000000,4.242200,1960.592000
RUN-0180,C1,T2_three_region_emulated,200,3,L200-R03,SIMULATED,4000,4000,0,19.995274,703.000000,1153.000000,1203.000000,753.000000,1203.000000,1303.000000,225.000000,200.047271,100.000000,100.000000,-2.035831,1000.000000,192.307692,0.500000,-0.454545,1.285714,117.000000,28.086212,28.777117,0.000000,3.328908,1957.827200
RUN-0205,C1,T2_three_region_emulated,400,1,L400-R01,SIMULATED,8000,8000,0,19.996597,4028.000000,6278.000000,6678.000000,4053.000000,6353.000000,6828.000000,150.000000,400.068062,100.000000,100.000000,54.819552,1000.000000,322.580645,77.859091,76.444444,79.250000,1908.000000,37.788833,37.826500,0.000000,4.332933,3608.412800
RUN-0197,C1,T2_three_region_emulated,400,2,L400-R02,SIMULATED,8000,8000,0,19.999390,4228.000000,6253.000000,6578.000000,4303.000000,6278.000000,6628.000000,150.000000,400.012195,100.000000,100.000000,45.574347,1000.000000,322.580645,72.292857,69.666667,74.400000,1894.000000,38.309054,38.633459,0.000000,5.974782,3595.510400
RUN-0196,C1,T2_three_region_emulated,400,3,L400-R03,SIMULATED,8000,8000,0,19.998896,3978.000000,6178.000000,6553.000000,4028.000000,6228.000000,6578.000000,150.000000,400.022084,100.000000,100.000000,53.142329,1000.000000,322.580645,74.285714,72.714286,75.900000,1897.000000,38.159524,38.178310,0.000000,9.102591,3598.275200
RUN-0035,C2,T0_local,25,1,L25-R01,SIMULATED,500,500,0,19.961527,401.400000,751.400000,776.400000,401.400000,751.400000,776.400000,25.000000,25.048183,100.000000,100.000000,0.000000,750.000000,18.382353,0.000000,-0.333333,0.600000,17.000000,18.176193,19.202278,0.000000,5.102136,1865.667200
RUN-0040,C2,T0_local,25,2,L25-R02,SIMULATED,500,500,0,19.989688,401.400000,751.400000,776.400000,401.400000,751.400000,776.400000,25.000000,25.012896,100.000000,100.000000,0.000000,750.000000,18.382353,0.000000,-0.400000,0.562500,14.000000,17.881155,17.944355,0.000000,6.598429,1862.902400
RUN-0042,C2,T0_local,25,3,L25-R03,SIMULATED,500,500,0,19.970211,376.400000,751.400000,776.400000,376.400000,751.400000,776.400000,25.000000,25.037292,100.000000,100.000000,0.000000,750.000000,18.382353,0.000000,-0.600000,0.384615,16.000000,18.225127,19.175387,0.000000,6.395627,1864.745600
RUN-0065,C2,T0_local,50,1,L50-R01,SIMULATED,1000,1000,0,19.997491,401.400000,751.400000,776.400000,401.400000,751.400000,776.400000,25.000000,50.006273,100.000000,100.000000,0.000000,750.000000,36.764706,0.111111,-0.636364,1.300000,29.000000,22.712766,23.150003,0.000000,8.205342,1876.726400
RUN-0067,C2,T0_local,50,2,L50-R02,SIMULATED,1000,1000,0,19.987437,401.400000,751.400000,776.400000,401.400000,751.400000,776.400000,25.000000,50.031428,100.000000,100.000000,0.000000,750.000000,36.764706,0.000000,-0.916667,1.100000,31.000000,20.988152,23.349348,0.000000,6.237673,1878.569600
RUN-0075,C2,T0_local,50,3,L50-R03,SIMULATED,1000,1000,0,19.988535,401.400000,751.400000,776.400000,401.400000,751.400000,776.400000,25.000000,50.028679,100.000000,100.000000,0.000000,750.000000,36.764706,0.000000,-1.200000,0.769231,29.000000,22.457809,23.145679,0.000000,4.998325,1876.726400
RUN-0009,C2,T0_local,100,1,L100-R01,SIMULATED,2000,2000,0,19.998204,401.400000,751.400000,776.400000,426.400000,751.400000,776.400000,25.000000,100.008983,100.000000,100.000000,0.000000,750.000000,73.529412,0.000000,-1.333333,2.470588,62.000000,27.848017,29.977385,0.000000,5.064519,1907.139200
RUN-0007,C2,T0_local,100,2,L100-R02,SIMULATED,2000,2000,0,19.986017,401.400000,751.400000,776.400000,401.400000,751.400000,776.400000,25.000000,100.069965,100.000000,100.000000,0.000000,750.000000,73.529412,0.138889,-1.000000,2.400000,54.000000,28.043969,28.149613,0.000000,3.679177,1899.766400
RUN-0012,C2,T0_local,100,3,L100-R03,SIMULATED,2000,2000,0,19.990370,401.400000,751.400000,776.400000,401.400000,751.400000,776.400000,25.000000,100.048173,100.000000,100.000000,0.000000,750.000000,73.529412,0.000000,-1.555556,2.230769,61.000000,29.053036,29.406605,0.000000,4.053020,1906.217600
RUN-0017,C2,T0_local,200,1,L200-R01,SIMULATED,4000,4000,0,19.991344,401.400000,751.400000,776.400000,401.400000,751.400000,776.400000,25.000000,200.086600,100.000000,100.000000,0.000000,750.000000,147.058824,0.000000,-2.636364,4.461538,107.000000,40.331027,41.443546,0.000000,7.722148,1948.611200
RUN-0020,C2,T0_local,200,2,L200-R02,SIMULATED,4000,4000,0,19.999186,401.400000,751.400000,776.400000,401.400000,751.400000,776.400000,25.000000,200.008145,100.000000,100.000000,0.000000,750.000000,147.058824,0.666667,-2.571429,5.100000,113.000000,40.990793,41.738787,0.000000,6.652402,1954.140800
RUN-0027,C2,T0_local,200,3,L200-R03,SIMULATED,4000,4000,0,19.995274,401.400000,751.400000,776.400000,401.400000,751.400000,776.400000,25.000000,200.047271,100.000000,100.000000,0.000000,750.000000,147.058824,0.133333,-2.411765,4.300000,114.000000,40.506798,41.371686,0.000000,6.332035,1955.062400
RUN-0058,C2,T0_local,400,1,L400-R01,SIMULATED,8000,8000,0,19.996597,426.400000,751.400000,776.400000,426.400000,751.400000,776.400000,25.000000,400.068062,100.000000,100.000000,0.000000,750.000000,294.117647,0.000000,-5.529412,8.500000,213.000000,65.779918,66.538427,0.000000,3.179262,2046.300800
RUN-0050,C2,T0_local,400,2,L400-R02,SIMULATED,8000,8000,0,19.999390,426.400000,751.400000,776.400000,426.400000,751.400000,776.400000,25.000000,400.012195,100.000000,100.000000,0.000000,750.000000,294.117647,-0.333333,-7.166667,6.076923,207.000000,62.965943,63.553143,0.000000,4.866808,2040.771200
RUN-0054,C2,T0_local,400,3,L400-R03,SIMULATED,8000,8000,0,19.998896,401.400000,751.400000,776.400000,426.400000,751.400000,776.400000,25.000000,400.022084,100.000000,100.000000,0.000000,750.000000,294.117647,0.400000,-4.666667,7.692308,204.000000,64.605024,65.237293,0.000000,5.343418,2038.006400
RUN-0111,C2,T1_vpn,25,1,L25-R01,SIMULATED,500,500,0,19.961527,429.800000,779.800000,804.800000,454.800000,779.800000,804.800000,25.000000,25.048183,100.000000,100.000000,3.106362,750.000000,18.382353,0.000000,-0.357143,0.600000,17.000000,19.456455,20.104969,0.000000,4.736485,1865.667200
RUN-0106,C2,T1_vpn,25,2,L25-R02,SIMULATED,500,500,0,19.989688,429.800000,779.800000,804.800000,429.800000,779.800000,829.800000,25.000000,25.012896,100.000000,100.000000,0.000000,750.000000,18.382353,0.000000,-0.363636,0.562500,14.000000,18.637481,19.115272,0.000000,4.425475,1862.902400
RUN-0116,C2,T1_vpn,25,3,L25-R03,SIMULATED,500,500,0,19.970211,429.800000,779.800000,829.800000,429.800000,804.800000,829.800000,25.000000,25.037292,100.000000,100.000000,0.000000,750.000000,18.382353,0.000000,-0.500000,0.384615,16.000000,18.455678,19.443494,0.000000,6.389431,1864.745600
RUN-0140,C2,T1_vpn,50,1,L50-R01,SIMULATED,1000,1000,0,19.997491,454.800000,779.800000,829.800000,454.800000,804.800000,829.800000,25.000000,50.006273,100.000000,100.000000,-3.012774,750.000000,36.764706,0.000000,-0.666667,1.300000,29.000000,21.169262,21.599368,0.000000,5.193896,1876.726400
RUN-0138,C2,T1_vpn,50,2,L50-R02,SIMULATED,1000,1000,0,19.987437,454.800000,804.800000,829.800000,454.800000,804.800000,829.800000,25.000000,50.031428,100.000000,100.000000,0.000000,750.000000,36.764706,0.000000,-0.857143,1.142857,32.000000,22.160391,22.470969,0.000000,6.585461,1879.491200
RUN-0137,C2,T1_vpn,50,3,L50-R03,SIMULATED,1000,1000,0,19.988535,429.800000,779.800000,829.800000,454.800000,804.800000,829.800000,25.000000,50.028679,100.000000,100.000000,3.106362,750.000000,36.764706,0.000000,-1.200000,0.888889,29.000000,23.632127,23.840443,0.000000,5.181161,1876.726400
RUN-0084,C2,T1_vpn,100,1,L100-R01,SIMULATED,2000,2000,0,19.998204,454.800000,779.800000,829.800000,454.800000,804.800000,829.800000,25.000000,100.008983,100.000000,100.000000,0.000000,750.000000,73.529412,0.000000,-1.285714,2.470588,61.000000,27.232935,28.763613,0.000000,5.434484,1906.217600
RUN-0085,C2,T1_vpn,100,2,L100-R02,SIMULATED,2000,2000,0,19.986017,429.800000,779.800000,804.800000,454.800000,779.800000,829.800000,25.000000,100.069965,100.000000,100.000000,0.000000,750.000000,73.529412,0.166667,-1.000000,2.333333,54.000000,27.501244,29.020712,0.000000,3.331920,1899.766400
RUN-0087,C2,T1_vpn,100,3,L100-R03,SIMULATED,2000,2000,0,19.990370,454.800000,779.800000,829.800000,454.800000,779.800000,829.800000,25.000000,100.048173,100.000000,100.000000,3.106362,750.000000,73.529412,0.000000,-1.666667,2.076923,58.000000,28.437428,28.726373,0.000000,6.436675,1903.452800
RUN-0104,C2,T1_vpn,200,1,L200-R01,SIMULATED,4000,4000,0,19.991344,454.800000,779.800000,829.800000,454.800000,804.800000,829.800000,25.000000,200.086600,100.000000,100.000000,0.000000,750.000000,147.058824,0.000000,-2.727273,4.538462,109.000000,39.474816,39.889243,0.000000,5.028480,1950.454400
RUN-0098,C2,T1_vpn,200,2,L200-R02,SIMULATED,4000,4000,0,19.999186,429.800000,779.800000,829.800000,454.800000,779.800000,829.800000,25.000000,200.008145,100.000000,100.000000,3.106362,750.000000,147.058824,0.500000,-2.333333,5.166667,115.000000,42.237008,42.775609,0.000000,4.012993,1955.984000
RUN-0103,C2,T1_vpn,200,3,L200-R03,SIMULATED,4000,4000,0,19.995274,429.800000,779.800000,829.800000,454.800000,804.800000,829.800000,25.000000,200.047271,100.000000,100.000000,0.000000,750.000000,147.058824,0.083333,-2.666667,4.200000,112.000000,39.478101,39.758702,0.000000,4.975081,1953.219200
RUN-0125,C2,T1_vpn,400,1,L400-R01,SIMULATED,8000,8000,0,19.996597,454.800000,779.800000,829.800000,454.800000,804.800000,829.800000,50.000000,400.068062,100.000000,100.000000,0.000000,750.000000,294.117647,0.000000,-5.647059,8.500000,215.000000,64.578733,65.167985,0.000000,5.041388,2048.144000
RUN-0135,C2,T1_vpn,400,2,L400-R02,SIMULATED,8000,8000,0,19.999390,454.800000,779.800000,804.800000,454.800000,804.800000,829.800000,50.000000,400.012195,100.000000,100.000000,0.000000,750.000000,294.117647,-0.472222,-6.666667,5.923077,206.000000,62.337273,65.112467,0.000000,5.322723,2039.849600
RUN-0129,C2,T1_vpn,400,3,L400-R03,SIMULATED,8000,8000,0,19.998896,454.800000,779.800000,829.800000,454.800000,804.800000,829.800000,50.000000,400.022084,100.000000,100.000000,0.000000,750.000000,294.117647,0.333333,-4.941176,7.538462,202.000000,65.767688,66.727909,0.000000,8.427169,2036.163200
RUN-0193,C2,T2_three_region_emulated,25,1,L25-R01,SIMULATED,500,500,0,19.961527,553.000000,903.000000,953.000000,603.000000,953.000000,1053.000000,125.000000,25.048183,100.000000,100.000000,0.000000,750.000000,18.382353,0.000000,-0.363636,0.571429,16.000000,18.701127,19.520342,0.000000,5.308929,1864.745600
RUN-0186,C2,T2_three_region_emulated,25,2,L25-R02,SIMULATED,500,500,0,19.989688,553.000000,903.000000,953.000000,603.000000,953.000000,1003.000000,125.000000,25.012896,100.000000,100.000000,2.693966,750.000000,18.382353,0.000000,-0.428571,0.600000,14.000000,19.379498,19.483269,0.000000,3.941149,1862.902400
RUN-0182,C2,T2_three_region_emulated,25,3,L25-R03,SIMULATED,500,500,0,19.970211,553.000000,903.000000,978.000000,603.000000,953.000000,1028.000000,150.000000,25.037292,100.000000,100.000000,-2.556237,750.000000,18.382353,0.000000,-0.555556,0.461538,16.000000,19.029577,19.586218,0.000000,10.336194,1864.745600
RUN-0211,C2,T2_three_region_emulated,50,1,L50-R01,SIMULATED,1000,1000,0,19.997491,578.000000,928.000000,978.000000,628.000000,978.000000,1028.000000,125.000000,50.006273,100.000000,100.000000,-2.556237,750.000000,36.764706,0.236111,-0.555556,1.230769,28.000000,21.430760,22.548185,0.000000,5.037882,1875.804800
RUN-0225,C2,T2_three_region_emulated,50,2,L50-R02,SIMULATED,1000,1000,0,19.987437,603.000000,928.000000,1003.000000,653.000000,1003.000000,1078.000000,200.000000,50.031428,100.000000,100.000000,0.000000,750.000000,36.764706,0.000000,-0.916667,1.200000,31.000000,21.212063,22.220269,0.000000,5.567582,1878.569600
RUN-0220,C2,T2_three_region_emulated,50,3,L50-R03,SIMULATED,1000,1000,0,19.988535,578.000000,928.000000,1003.000000,628.000000,953.000000,1028.000000,150.000000,50.028679,100.000000,100.000000,-2.492522,750.000000,36.764706,0.000000,-1.200000,0.846154,27.000000,22.811204,23.552640,0.000000,4.220840,1874.883200
RUN-0152,C2,T2_three_region_emulated,100,1,L100-R01,SIMULATED,2000,2000,0,19.998204,578.000000,903.000000,978.000000,628.000000,953.000000,1028.000000,125.000000,100.008983,100.000000,100.000000,-2.556237,750.000000,73.529412,0.000000,-1.470588,2.400000,63.000000,29.301282,31.271938,0.000000,4.257012,1908.060800
RUN-0160,C2,T2_three_region_emulated,100,2,L100-R02,SIMULATED,2000,2000,0,19.986017,578.000000,928.000000,1003.000000,628.000000,978.000000,1053.000000,100.000000,100.069965,100.000000,100.000000,13.116474,750.000000,73.529412,0.333333,-1.000000,2.333333,54.000000,29.237676,29.944766,0.000000,7.732864,1899.766400
RUN-0163,C2,T2_three_region_emulated,100,3,L100-R03,SIMULATED,2000,2000,0,19.990370,553.000000,903.000000,953.000000,603.000000,928.000000,1003.000000,100.000000,100.048173,100.000000,100.000000,-2.556237,750.000000,73.529412,0.000000,-1.333333,2.400000,58.000000,28.692415,29.083381,0.000000,5.699009,1903.452800
RUN-0176,C2,T2_three_region_emulated,200,1,L200-R01,SIMULATED,4000,4000,0,19.991344,578.000000,953.000000,1028.000000,628.000000,1003.000000,1103.000000,150.000000,200.086600,100.000000,100.000000,0.000000,750.000000,147.058824,0.000000,-2.666667,4.076923,108.000000,41.323087,42.153157,0.000000,6.033048,1949.532800
RUN-0177,C2,T2_three_region_emulated,200,2,L200-R02,SIMULATED,4000,4000,0,19.999186,578.000000,928.000000,978.000000,603.000000,978.000000,1028.000000,100.000000,200.008145,100.000000,100.000000,0.000000,750.000000,147.058824,0.625000,-2.333333,4.666667,114.000000,40.397326,40.404855,0.000000,10.120513,1955.062400
RUN-0166,C2,T2_three_region_emulated,200,3,L200-R03,SIMULATED,4000,4000,0,19.995274,578.000000,928.000000,978.000000,628.000000,1003.000000,1053.000000,150.000000,200.047271,100.000000,100.000000,-2.492522,750.000000,147.058824,0.075000,-2.785714,4.333333,110.000000,40.865018,42.418299,0.000000,5.375383,1951.376000
RUN-0201,C2,T2_three_region_emulated,400,1,L400-R01,SIMULATED,8000,8000,0,19.996597,603.000000,978.000000,1103.000000,628.000000,1003.000000,1178.000000,125.000000,400.068062,100.000000,100.000000,14.245014,750.000000,294.117647,0.000000,-5.470588,8.333333,214.000000,66.083843,66.501775,0.000000,6.724880,2047.222400
RUN-0203,C2,T2_three_region_emulated,400,2,L400-R02,SIMULATED,8000,8000,0,19.999390,603.000000,978.000000,1403.000000,653.000000,1078.000000,1428.000000,225.000000,400.012195,100.000000,100.000000,-33.266800,750.000000,294.117647,-0.666667,-6.235294,5.615385,206.000000,63.032262,63.315838,0.000000,5.470946,2039.849600
RUN-0199,C2,T2_three_region_emulated,400,3,L400-R03,SIMULATED,8000,8000,0,19.998896,578.000000,928.000000,1003.000000,628.000000,978.000000,1053.000000,125.000000,400.022084,100.000000,100.000000,2.556237,750.000000,294.117647,0.250000,-2.000000,7.615385,204.000000,64.795412,65.448302,0.000000,5.994464,2038.006400
RUN-0031,C3,T0_local,25,1,L25-R01,SIMULATED,500,500,0,19.961527,301.400000,501.400000,526.400000,301.400000,501.400000,526.400000,25.000000,25.048183,100.000000,100.000000,0.000000,500.000000,12.500000,0.000000,0.000000,0.000000,0.000000,18.822896,18.831692,0.000000,7.728307,1850.000000
RUN-0043,C3,T0_local,25,2,L25-R02,SIMULATED,500,500,0,19.989688,301.400000,501.400000,526.400000,301.400000,526.400000,526.400000,25.000000,25.012896,100.000000,100.000000,0.000000,500.000000,12.500000,0.000000,0.000000,0.000000,0.000000,18.810283,18.834975,0.000000,5.258369,1850.000000
RUN-0038,C3,T0_local,25,3,L25-R03,SIMULATED,500,500,0,19.970211,276.400000,526.400000,551.400000,276.400000,526.400000,551.400000,25.000000,25.037292,100.000000,100.000000,-4.533914,500.000000,12.500000,0.000000,0.000000,0.000000,0.000000,18.460675,19.695234,0.000000,8.110153,1850.000000
RUN-0069,C3,T0_local,50,1,L50-R01,SIMULATED,1000,1000,0,19.997491,276.400000,501.400000,526.400000,276.400000,501.400000,526.400000,25.000000,50.006273,100.000000,100.000000,0.000000,500.000000,25.000000,0.000000,0.000000,0.000000,0.000000,20.295959,20.541270,0.000000,4.190813,1850.000000
RUN-0061,C3,T0_local,50,2,L50-R02,SIMULATED,1000,1000,0,19.987437,276.400000,501.400000,526.400000,276.400000,501.400000,526.400000,25.000000,50.031428,100.000000,100.000000,0.000000,500.000000,25.000000,0.000000,0.000000,0.000000,0.000000,20.998465,21.265042,0.000000,4.826980,1850.000000
RUN-0063,C3,T0_local,50,3,L50-R03,SIMULATED,1000,1000,0,19.988535,301.400000,526.400000,526.400000,301.400000,526.400000,526.400000,25.000000,50.028679,100.000000,100.000000,0.000000,500.000000,25.000000,0.000000,0.000000,0.000000,0.000000,20.885736,21.009922,0.000000,5.982068,1850.000000
RUN-0003,C3,T0_local,100,1,L100-R01,SIMULATED,2000,2000,0,19.998204,276.400000,501.400000,526.400000,301.400000,501.400000,526.400000,25.000000,100.008983,100.000000,100.000000,0.000000,500.000000,50.000000,0.000000,0.000000,0.000000,0.000000,25.204256,25.426786,0.000000,6.985511,1850.000000
RUN-0011,C3,T0_local,100,2,L100-R02,SIMULATED,2000,2000,0,19.986017,276.400000,501.400000,526.400000,276.400000,501.400000,526.400000,25.000000,100.069965,100.000000,100.000000,4.749240,500.000000,50.000000,0.000000,0.000000,0.000000,0.000000,24.601459,24.626423,0.000000,6.664875,1850.000000
RUN-0004,C3,T0_local,100,3,L100-R03,SIMULATED,2000,2000,0,19.990370,301.400000,501.400000,526.400000,301.400000,501.400000,526.400000,25.000000,100.048173,100.000000,100.000000,0.000000,500.000000,50.000000,0.000000,0.000000,0.000000,0.000000,25.336266,25.500536,0.000000,7.434437,1850.000000
RUN-0026,C3,T0_local,200,1,L200-R01,SIMULATED,4000,4000,0,19.991344,276.400000,501.400000,526.400000,276.400000,501.400000,526.400000,25.000000,200.086600,100.000000,100.000000,0.000000,500.000000,100.000000,0.000000,0.000000,0.000000,0.000000,33.800687,35.178473,0.000000,6.048302,1850.000000
RUN-0028,C3,T0_local,200,2,L200-R02,SIMULATED,4000,4000,0,19.999186,276.400000,501.400000,526.400000,276.400000,501.400000,526.400000,25.000000,200.008145,100.000000,100.000000,0.000000,500.000000,100.000000,0.000000,0.000000,0.000000,0.000000,33.567082,33.573262,0.000000,6.680247,1850.000000
RUN-0021,C3,T0_local,200,3,L200-R03,SIMULATED,4000,4000,0,19.995274,276.400000,501.400000,526.400000,301.400000,501.400000,526.400000,25.000000,200.047271,100.000000,100.000000,0.000000,500.000000,100.000000,0.000000,0.000000,0.000000,0.000000,33.972455,34.253231,0.000000,3.838162,1850.000000
RUN-0060,C3,T0_local,400,1,L400-R01,SIMULATED,8000,8000,0,19.996597,276.400000,501.400000,526.400000,276.400000,501.400000,526.400000,25.000000,400.068062,100.000000,100.000000,0.000000,500.000000,200.000000,0.000000,0.000000,0.000000,0.000000,50.386350,51.155607,0.000000,4.980231,1850.000000
RUN-0047,C3,T0_local,400,2,L400-R02,SIMULATED,8000,8000,0,19.999390,276.400000,501.400000,526.400000,276.400000,501.400000,526.400000,25.000000,400.012195,100.000000,100.000000,0.000000,500.000000,196.078431,0.000000,0.000000,0.000000,0.000000,49.374064,50.774230,0.000000,7.403322,1850.000000
RUN-0051,C3,T0_local,400,3,L400-R03,SIMULATED,8000,8000,0,19.998896,276.400000,501.400000,526.400000,276.400000,501.400000,526.400000,25.000000,400.022084,100.000000,100.000000,0.000000,500.000000,200.000000,0.000000,0.000000,0.000000,0.000000,50.298598,50.708625,0.000000,6.999233,1850.000000
RUN-0114,C3,T1_vpn,25,1,L25-R01,SIMULATED,500,500,0,19.961527,329.800000,554.800000,579.800000,329.800000,554.800000,579.800000,25.000000,25.048183,100.000000,100.000000,0.000000,500.000000,12.500000,0.000000,0.000000,0.000000,0.000000,18.120124,19.670075,0.000000,5.672186,1850.000000
RUN-0109,C3,T1_vpn,25,2,L25-R02,SIMULATED,500,500,0,19.989688,329.800000,554.800000,579.800000,354.800000,554.800000,579.800000,25.000000,25.012896,100.000000,100.000000,0.000000,500.000000,12.500000,0.000000,0.000000,0.000000,0.000000,17.654875,17.745244,0.000000,5.908014,1850.000000
RUN-0115,C3,T1_vpn,25,3,L25-R03,SIMULATED,500,500,0,19.970211,329.800000,554.800000,579.800000,329.800000,554.800000,579.800000,25.000000,25.037292,100.000000,100.000000,0.000000,500.000000,12.500000,0.000000,0.000000,0.000000,0.000000,18.335560,18.451978,0.000000,8.124972,1850.000000
RUN-0139,C3,T1_vpn,50,1,L50-R01,SIMULATED,1000,1000,0,19.997491,304.800000,554.800000,579.800000,329.800000,554.800000,604.800000,25.000000,50.006273,100.000000,100.000000,0.000000,500.000000,24.509804,0.000000,0.000000,0.000000,0.000000,20.196068,20.414769,0.000000,5.246755,1850.000000
RUN-0143,C3,T1_vpn,50,2,L50-R02,SIMULATED,1000,1000,0,19.987437,329.800000,554.800000,579.800000,329.800000,554.800000,604.800000,25.000000,50.031428,100.000000,100.000000,4.311832,500.000000,25.000000,0.000000,0.000000,0.000000,0.000000,20.599108,21.407088,0.000000,5.169963,1850.000000
RUN-0145,C3,T1_vpn,50,3,L50-R03,SIMULATED,1000,1000,0,19.988535,329.800000,554.800000,579.800000,329.800000,554.800000,579.800000,25.000000,50.028679,100.000000,100.000000,-4.311832,500.000000,25.000000,0.000000,0.000000,0.000000,0.000000,20.600677,20.828111,0.000000,7.296288,1850.000000
RUN-0082,C3,T1_vpn,100,1,L100-R01,SIMULATED,2000,2000,0,19.998204,304.800000,529.800000,554.800000,329.800000,554.800000,579.800000,25.000000,100.008983,100.000000,100.000000,0.000000,500.000000,49.019608,0.000000,0.000000,0.000000,0.000000,24.809643,24.830930,0.000000,4.805560,1850.000000
RUN-0090,C3,T1_vpn,100,2,L100-R02,SIMULATED,2000,2000,0,19.986017,329.800000,554.800000,579.800000,329.800000,554.800000,579.800000,25.000000,100.069965,100.000000,100.000000,0.000000,500.000000,50.000000,0.000000,0.000000,0.000000,0.000000,25.169392,26.392123,0.000000,6.223634,1850.000000
RUN-0086,C3,T1_vpn,100,3,L100-R03,SIMULATED,2000,2000,0,19.990370,329.800000,554.800000,579.800000,329.800000,554.800000,579.800000,50.000000,100.048173,100.000000,100.000000,0.000000,500.000000,50.000000,0.000000,0.000000,0.000000,0.000000,24.242183,24.684103,0.000000,7.668029,1850.000000
RUN-0091,C3,T1_vpn,200,1,L200-R01,SIMULATED,4000,4000,0,19.991344,329.800000,554.800000,579.800000,329.800000,554.800000,579.800000,25.000000,200.086600,100.000000,100.000000,0.000000,500.000000,100.000000,0.000000,0.000000,0.000000,0.000000,32.541441,33.270858,0.000000,6.210319,1850.000000
RUN-0092,C3,T1_vpn,200,2,L200-R02,SIMULATED,4000,4000,0,19.999186,329.800000,554.800000,579.800000,329.800000,554.800000,579.800000,25.000000,200.008145,100.000000,100.000000,0.000000,500.000000,98.039216,0.000000,0.000000,0.000000,0.000000,32.303538,32.480203,0.000000,7.675528,1850.000000
RUN-0100,C3,T1_vpn,200,3,L200-R03,SIMULATED,4000,4000,0,19.995274,329.800000,554.800000,579.800000,329.800000,554.800000,579.800000,25.000000,200.047271,100.000000,100.000000,-11.453879,500.000000,98.039216,0.000000,0.000000,0.000000,0.000000,32.684356,33.314172,0.000000,6.066066,1850.000000
