run_id,replicate_id,truth_id,kind,cause,site_id,target,stage,intensity,onset_utc,end_utc,onset_step,end_step,expected_observable,notes
power-outage,0,transition:protection_trip:554,transition,protection_trip,site_a,protection_trip,OCP_DSG->,,2026-09-03T09:09:14Z,2026-09-03T09:09:15Z,554,555,protection_trip,
power-outage,0,transition:shed_groups:554,transition,shed_groups,site_a,shed_groups,"()->(3,)",,2026-09-03T09:09:14Z,2026-09-03T09:09:15Z,554,555,shed_groups,
power-outage,0,transition:ap_online:site_a:554,transition,ap_online:site_a,site_a,ap_online:site_a,48->12,,2026-09-03T09:09:14Z,2026-09-03T09:09:15Z,554,555,ap_online:site_a,
power-outage,0,transition:power_state:569,transition,power_state,site_a,power_state,LOAD_SHED->BATTERY,,2026-09-03T09:09:29Z,2026-09-03T09:09:30Z,569,570,power_state,
power-outage,0,transition:shed_groups:569,transition,shed_groups,site_a,shed_groups,"(3,)->()",,2026-09-03T09:09:29Z,2026-09-03T09:09:30Z,569,570,shed_groups,
power-outage,0,transition:ap_online:site_a:569,transition,ap_online:site_a,site_a,ap_online:site_a,12->48,,2026-09-03T09:09:29Z,2026-09-03T09:09:30Z,569,570,ap_online:site_a,
power-outage,0,transition:protection_trip:570,transition,protection_trip,site_a,protection_trip,->OCP_DSG,,2026-09-03T09:09:30Z,2026-09-03T09:09:31Z,570,571,protection_trip,
power-outage,0,transition:power_state:571,transition,power_state,site_a,power_state,BATTERY->LOAD_SHED,,2026-09-03T09:09:31Z,2026-09-03T09:09:32Z,571,572,power_state,
power-outage,0,transition:protection_trip:571,transition,protection_trip,site_a,protection_trip,OCP_DSG->,,2026-09-03T09:09:31Z,2026-09-03T09:09:32Z,571,572,protection_trip,
power-outage,0,transition:shed_groups:571,transition,shed_groups,site_a,shed_groups,"()->(3,)",,2026-09-03T09:09:31Z,2026-09-03T09:09:32Z,571,572,shed_groups,
power-outage,0,transition:ap_online:site_a:571,transition,ap_online:site_a,site_a,ap_online:site_a,48->12,,2026-09-03T09:09:31Z,2026-09-03T09:09:32Z,571,572,ap_online:site_a,
power-outage,0,transition:power_state:586,transition,power_state,site_a,power_state,LOAD_SHED->BATTERY,,2026-09-03T09:09:46Z,2026-09-03T09:09:47Z,586,587,power_state,
power-outage,0,transition:shed_groups:586,transition,shed_groups,site_a,shed_groups,"(3,)->()",,2026-09-03T09:09:46Z,2026-09-03T09:09:47Z,586,587,shed_groups,
power-outage,0,transition:ap_online:site_a:586,transition,ap_online:site_a,site_a,ap_online:site_a,12->48,,2026-09-03T09:09:46Z,2026-09-03T09:09:47Z,586,587,ap_online:site_a,
power-outage,0,transition:protection_trip:587,transition,protection_trip,site_a,protection_trip,->OCP_DSG,,2026-09-03T09:09:47Z,2026-09-03T09:09:48Z,587,588,protection_trip,
power-outage,0,transition:power_state:588,transition,power_state,site_a,power_state,BATTERY->LOAD_SHED,,2026-09-03T09:09:48Z,2026-09-03T09:09:49Z,588,589,power_state,
power-outage,0,transition:protection_trip:588,transition,protection_trip,site_a,protection_trip,OCP_DSG->,,2026-09-03T09:09:48Z,2026-09-03T09:09:49Z,588,589,protection_trip,
power-outage,0,transition:shed_groups:588,transition,shed_groups,site_a,shed_groups,"()->(3,)",,2026-09-03T09:09:48Z,2026-09-03T09:09:49Z,588,589,shed_groups,
power-outage,0,transition:ap_online:site_a:588,transition,ap_online:site_a,site_a,ap_online:site_a,48->12,,2026-09-03T09:09:48Z,2026-09-03T09:09:49Z,588,589,ap_online:site_a,
power-outage,0,transition:power_state:603,transition,power_state,site_a,power_state,LOAD_SHED->BATTERY,,2026-09-03T09:10:03Z,2026-09-03T09:10:04Z,603,604,power_state,
power-outage,0,transition:shed_groups:603,transition,shed_groups,site_a,shed_groups,"(3,)->()",,2026-09-03T09:10:03Z,2026-09-03T09:10:04Z,603,604,shed_groups,
power-outage,0,transition:ap_online:site_a:603,transition,ap_online:site_a,site_a,ap_online:site_a,12->48,,2026-09-03T09:10:03Z,2026-09-03T09:10:04Z,603,604,ap_online:site_a,
power-outage,0,transition:protection_trip:604,transition,protection_trip,site_a,protection_trip,->OCP_DSG,,2026-09-03T09:10:04Z,2026-09-03T09:10:05Z,604,605,protection_trip,
power-outage,0,transition:power_state:605,transition,power_state,site_a,power_state,BATTERY->LOAD_SHED,,2026-09-03T09:10:05Z,2026-09-03T09:10:06Z,605,606,power_state,
power-outage,0,transition:protection_trip:605,transition,protection_trip,site_a,protection_trip,OCP_DSG->,,2026-09-03T09:10:05Z,2026-09-03T09:10:06Z,605,606,protection_trip,
power-outage,0,transition:shed_groups:605,transition,shed_groups,site_a,shed_groups,"()->(3,)",,2026-09-03T09:10:05Z,2026-09-03T09:10:06Z,605,606,shed_groups,
power-outage,0,transition:ap_online:site_a:605,transition,ap_online:site_a,site_a,ap_online:site_a,48->12,,2026-09-03T09:10:05Z,2026-09-03T09:10:06Z,605,606,ap_online:site_a,
power-outage,0,transition:power_state:620,transition,power_state,site_a,power_state,LOAD_SHED->BATTERY,,2026-09-03T09:10:20Z,2026-09-03T09:10:21Z,620,621,power_state,
power-outage,0,transition:shed_groups:620,transition,shed_groups,site_a,shed_groups,"(3,)->()",,2026-09-03T09:10:20Z,2026-09-03T09:10:21Z,620,621,shed_groups,
power-outage,0,transition:ap_online:site_a:620,transition,ap_online:site_a,site_a,ap_online:site_a,12->48,,2026-09-03T09:10:20Z,2026-09-03T09:10:21Z,620,621,ap_online:site_a,
power-outage,0,transition:protection_trip:621,transition,protection_trip,site_a,protection_trip,->OCP_DSG,,2026-09-03T09:10:21Z,2026-09-03T09:10:22Z,621,622,protection_trip,
power-outage,0,transition:power_state:622,transition,power_state,site_a,power_state,BATTERY->LOAD_SHED,,2026-09-03T09:10:22Z,2026-09-03T09:10:23Z,622,623,power_state,
power-outage,0,transition:protection_trip:622,transition,protection_trip,site_a,protection_trip,OCP_DSG->,,2026-09-03T09:10:22Z,2026-09-03T09:10:23Z,622,623,protection_trip,
power-outage,0,transition:shed_groups:622,transition,shed_groups,site_a,shed_groups,"()->(3,)",,2026-09-03T09:10:22Z,2026-09-03T09:10:23Z,622,623,shed_groups,
power-outage,0,transition:ap_online:site_a:622,transition,ap_online:site_a,site_a,ap_online:site_a,48->12,,2026-09-03T09:10:22Z,2026-09-03T09:10:23Z,622,623,ap_online:site_a,
power-outage,0,transition:power_state:637,transition,power_state,site_a,power_state,LOAD_SHED->BATTERY,,2026-09-03T09:10:37Z,2026-09-03T09:10:38Z,637,638,power_state,
power-outage,0,transition:shed_groups:637,transition,shed_groups,site_a,shed_groups,"(3,)->()",,2026-09-03T09:10:37Z,2026-09-03T09:10:38Z,637,638,shed_groups,
power-outage,0,transition:ap_online:site_a:637,transition,ap_online:site_a,site_a,ap_online:site_a,12->48,,2026-09-03T09:10:37Z,2026-09-03T09:10:38Z,637,638,ap_online:site_a,
power-outage,0,transition:protection_trip:638,transition,protection_trip,site_a,protection_trip,->OCP_DSG,,2026-09-03T09:10:38Z,2026-09-03T09:10:39Z,638,639,protection_trip,
power-outage,0,transition:power_state:639,transition,power_state,site_a,power_state,BATTERY->LOAD_SHED,,2026-09-03T09:10:39Z,2026-09-03T09:10:40Z,639,640,power_state,
power-outage,0,transition:protection_trip:639,transition,protection_trip,site_a,protection_trip,OCP_DSG->,,2026-09-03T09:10:39Z,2026-09-03T09:10:40Z,639,640,protection_trip,
