member,seed_node,catastrophe,T_cat,terminal_cascade_size,peak_backlog,max_dalA,nan_flag,fault_magnitude,seed_index,backlog_pert,history_phase,history_amp,alpha,beta,prop_mult,backlog_mult,conflict_mult,reconf_mult,xi_mult,delay_mult
68,RDC7,False,,0.0,0.51765085857633,0.10705190550970009,False,0.582403026165407,0.6123869720453863,0.0623870612331542,0.20043726127726816,0.007263082512439696,0.7502727190940819,0.8429356605209213,1.0205685243695428,0.9769175645167902,0.9375383343127273,0.9623969374871495,0.9518029135961114,0.8939826488012605
69,RDC10,False,,0.0,0.45883917794851037,0.08001189857519425,False,0.5243818972886389,0.9191121696156271,0.08743310556239496,0.2988575537157071,0.00654401360297611,0.7897758043697123,0.8454259254747987,0.9501233522643129,0.9371088130925911,1.0659777627631062,0.9332368080312442,0.9964063747123819,1.1378350590371384
70,RDC10,False,,0.0,0.6918233298681618,0.16155648828473296,False,0.47748194241283376,0.9290556455772085,0.06988533304108877,0.49619609279407084,0.01578191755545221,0.7691836835496328,0.792825805701354,1.0919541982871535,1.0265985514935076,0.9871072409515586,0.9539182608378347,0.9670700507048868,1.0918184157347528
71,RDC6,False,,0.0,0.4481881401953395,0.06878865807747958,False,0.46754985148761485,0.5863903523351611,0.01804557011118715,0.37578021506997994,0.007894697725975402,0.7741395218161439,0.7774780935918737,1.0236810979362325,0.967727888068549,1.0467992274067517,1.0898786069205333,0.9716537863812729,1.1812724628121423
72,RDC10,False,,0.0,0.497006621802339,0.08908503471056964,False,0.4692253488023933,0.9334196275746881,0.07285961458785704,0.30980779781757506,0.00867586905553269,0.7736204884824814,0.8064484712505199,0.975745002104996,1.0577176885757529,0.9236702123727656,0.9405753696556864,1.014794119279508,0.8391525932505493
73,RDC7,False,,0.0,0.6027006020836166,0.1302737324231124,False,0.5702027486703845,0.6362668480283936,0.04119016419288952,0.5149831701162061,0.027211786228390423,0.7756427133927685,0.7715299712840756,1.099192913908994,1.0529111594644527,1.0002156109018407,1.038760413134809,0.9764191375935328,1.001481647902848
74,RDC7,False,,0.0,0.5186363101822781,0.10425618600165032,False,0.5807631537103916,0.6076947134834165,0.01458547009695057,0.1502353626524204,0.028129214262245412,0.8280883799093016,0.8164430282485393,0.9702613650294185,1.0090694978555275,1.0061869394784626,0.902015890268272,1.0243350401822844,0.9940755654279776
75,RDC10,False,,0.0,0.45913839046687144,0.07520862364598971,False,0.6540356689301293,0.9404887547098886,0.07453631770232277,0.81309817302837,0.014476299528043874,0.8334180651819679,0.7506960455293877,0.9284676655018413,0.9874159877659486,1.0587967738730828,0.9130034566951822,1.0370026101055956,0.8525141828136877
76,RDC7,False,,0.0,0.40457357574220093,0.03486958101387249,False,0.45080668229029885,0.6608678109432211,0.020233652035277133,0.34888588548696303,0.012126249584910558,0.8140799858410253,0.8396998109379292,0.9228887704279558,1.01769455140237,1.0512626434848882,1.0250142465899288,0.9535676766475948,1.1472439817174485
77,RDC1,False,,0.0,0.6041278112562849,0.1333892209412862,False,0.5280394806941965,0.08981446838007823,0.03882358902247028,0.7970095862396925,0.04837570123763513,0.8249397485920843,0.7525972168178972,1.061520577281019,1.0413342685600946,0.9957849858973242,0.9742705381941811,0.9872139581667919,1.1959409118480713
78,RDC2,False,,0.0,0.5049741483099656,0.09664318146684496,False,0.4465301589955668,0.17333799714288564,0.007729520921673002,0.44644523325637137,0.0432574324262705,0.7630548945036677,0.8078796870000131,1.0692815329528769,0.9924750387808944,1.0028220390988098,1.0772683115429573,1.0354892882288165,1.0718581115359407
79,RDC3,False,,0.0,0.4151071822544472,0.04281980479997551,False,0.6306327971940875,0.22306059991432442,0.013982744373873292,0.485125900744568,0.006413091914186914,0.7728111806346285,0.7566985008008021,0.9375696848102271,1.0197743467282347,0.9654313284600323,1.0124709152107718,1.038416669471214,1.1649074255234244
