scenario,arm,metric,n,n_missing,mean,sd,median,q1,q3,ci_lo,ci_hi
S3,A2,availability_below_amin,54,0,0.08344135802469131,0.0014255299530972945,0.0833333333333333,0.08218749999999997,0.0841666666666666,0.08307870370370365,0.08381944444444443
S3,A2,action_regret,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3,A2,detected,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A2,contained,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A2,recovered,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A2,policy_violation,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A2,unsafe_action,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A2,rollback,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A2,action_optimal,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A2,censored_restore,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A3,detection_latency,54,0,5.296296296296297,1.0210913441967722,5.5,4.625,6.0,5.018518518518518,5.564814814814815
S3,A3,containment_latency,54,0,22.297296296296274,1.021091344196772,22.500999999999976,21.625999999999976,23.000999999999976,22.028777777777755,22.56581481481479
S3,A3,t_service_restore,54,0,104.91666666666667,2.750214399875584,104.75,103.0,106.375,104.17592592592592,105.66666666666667
S3,A3,nri,54,0,0.9378097955024695,0.0008868421095950396,0.9377141783833578,0.9372308329556791,0.9383661514138842,0.9375753998806237,0.9380474193795351
S3,A3,fp_rate_holdout,54,0,0.018526234567901194,0.0025859351917743613,0.01875,0.01635416666666665,0.0204166666666666,0.017839506172839466,0.019205246913580203
S3,A3,blast_recall,54,0,0.5185185185185185,0.03920951980127811,0.5,0.5,0.5,0.5092592592592593,0.5296296296296297
S3,A3,whatif_abs_err,54,0,0.21599868093452626,0.024334672995949002,0.21029422654601665,0.1995533671177468,0.2345616490956933,0.20955947739496644,0.2223851587777047
S3,A3,orchestrator_cpu_s,54,0,0.0003688285555557259,4.337837261581431e-05,0.0003641989999998,0.0003463620000001,0.0003901239999999,0.0003576853287039908,0.0003803684708332853
S3,A3,availability_below_amin,54,0,0.08301697530864197,0.0011387472001992503,0.0829166666666666,0.08218749999999997,0.08375,0.082716049382716,0.08332561728395058
S3,A3,action_regret,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3,A3,detected,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A3,contained,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A3,recovered,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A3,policy_violation,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A3,unsafe_action,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A3,rollback,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A3,action_optimal,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A3,censored_restore,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A4,detection_latency,54,0,5.296296296296297,1.0210913441967722,5.5,4.625,6.0,5.027777777777778,5.564814814814815
S3,A4,containment_latency,54,0,22.297296296296274,1.021091344196772,22.500999999999976,21.625999999999976,23.000999999999976,22.028777777777755,22.56581481481479
S3,A4,t_service_restore,54,0,105.76851851851852,2.5930112220666928,106.0,104.0,107.875,105.0925925925926,106.45370370370371
S3,A4,nri,54,0,0.937793838432784,0.0008966245934348936,0.93765998361733,0.9372294996136254,0.9383292284828326,0.9375580035520192,0.9380332107761402
S3,A4,fp_rate_holdout,54,0,0.018526234567901194,0.0025859351917743613,0.01875,0.01635416666666665,0.0204166666666666,0.017847222222222195,0.019205246913580203
S3,A4,blast_recall,54,0,0.4444444444444444,0.11762855940383433,0.5,0.5,0.5,0.4111111111111111,0.4722222222222222
S3,A4,whatif_abs_err,0,54,,,,,,,
S3,A4,orchestrator_cpu_s,54,0,7.827287037028248e-05,1.8551980491249477e-05,7.298849999948231e-05,6.966500000071818e-05,7.693574999922959e-05,7.392993888872335e-05,8.367099861096075e-05
S3,A4,availability_below_amin,54,0,0.08356481481481479,0.0012556650107203983,0.0833333333333333,0.0829166666666666,0.0845833333333333,0.08323302469135799,0.08389660493827159
S3,A4,action_regret,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3,A4,detected,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A4,contained,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A4,recovered,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A4,policy_violation,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A4,unsafe_action,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A4,rollback,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A4,action_optimal,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A4,censored_restore,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A5,detection_latency,54,0,5.296296296296297,1.0210913441967722,5.5,4.625,6.0,5.027777777777778,5.564814814814815
S3,A5,containment_latency,54,0,22.297296296296274,1.021091344196772,22.500999999999976,21.625999999999976,23.000999999999976,22.028777777777755,22.56581481481479
S3,A5,t_service_restore,54,0,106.5925925925926,3.944274658996819,106.5,104.5,108.0,105.60162037037037,107.66666666666667
S3,A5,nri,54,0,0.9378107047332902,0.0008567033501284901,0.9377497288881667,0.9372683318684533,0.938301313604184,0.9375873596386693,0.9380407780752782
S3,A5,fp_rate_holdout,54,0,0.018526234567901194,0.0025859351917743613,0.01875,0.01635416666666665,0.0204166666666666,0.017847222222222184,0.019189814814814774
S3,A5,blast_recall,54,0,0.5185185185185185,0.03920951980127811,0.5,0.5,0.5,0.5092592592592593,0.5296296296296297
S3,A5,whatif_abs_err,54,0,0.11930494955878954,0.026832708337920876,0.11632576680429224,0.10440942239265277,0.13326429133297332,0.11230023359043773,0.1264969844049626
S3,A5,orchestrator_cpu_s,54,0,0.0003702053148146723,4.431582530272302e-05,0.00036534949999995003,0.0003396729999991,0.000398325999999875,0.0003584076208330975,0.00038188126111084593
S3,A5,availability_below_amin,54,0,0.0834104938271605,0.0012488833431441877,0.08354166666666665,0.0825,0.08447916666666663,0.0830941358024691,0.08374228395061725
S3,A5,action_regret,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3,A5,detected,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A5,contained,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A5,recovered,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A5,policy_violation,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A5,unsafe_action,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A5,rollback,54,0,0.0,,,,,0.0,0.0664135880908964
S3,A5,action_optimal,54,0,1.0,,,,,0.9335864119091037,1.0
S3,A5,censored_restore,54,0,0.0,,,,,0.0,0.0664135880908964
S4,A0,detection_latency,0,54,,,,,,,
S4,A0,containment_latency,54,0,460.60407246693745,164.86190338734394,430.876076781489,345.0222437981989,508.09882056096615,419.6242174856263,505.1262585076757
S4,A0,t_service_restore,53,1,481.91509433962267,148.7845220395879,461.0,371.5,528.5,442.697641509434,524.0096698113207
S4,A0,nri,54,0,0.887819157939598,0.02603471419912389,0.8873751930938226,0.8689440649666024,0.9082296153861104,0.8811481592587429,0.8946436896021569
S4,A0,fp_rate_holdout,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A0,blast_recall,54,0,0.05925925925925927,0.11898710651336172,0.0,0.0,0.0,0.02962962962962963,0.09444444444444444
S4,A0,whatif_abs_err,0,54,,,,,,,
S4,A0,orchestrator_cpu_s,54,0,6.732659259268632e-05,1.2846666119873923e-05,6.475250000059773e-05,6.009999999845306e-05,6.743099999995117e-05,6.41809319446117e-05,7.095534629646754e-05
S4,A0,availability_below_amin,54,0,0.4006365740740741,0.13156932065800317,0.37749999999999995,0.3064583333333333,0.4429166666666666,0.36624209104938277,0.437041473765432
S4,A0,action_regret,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A0,detected,54,0,0.0,,,,,0.0,0.0664135880908964
S4,A0,contained,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A0,recovered,54,0,0.9814814814814815,,,,,0.9022856251121808,0.9967235122817709
S4,A0,policy_violation,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A0,unsafe_action,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A0,rollback,54,0,0.0,,,,,0.0,0.0664135880908964
S4,A0,action_optimal,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A0,censored_restore,54,0,0.018518518518518517,,,,,0.003276487718229061,0.09771437488781931
S4,A1,detection_latency,0,54,,,,,,,
S4,A1,containment_latency,54,0,462.01178122043905,152.68723342738892,448.8600999935806,379.2278236782249,544.4793789134012,421.65617983176094,502.53867789637656
S4,A1,t_service_restore,52,2,478.5192307692308,135.02025852131,478.25,403.75,566.125,441.5471153846154,515.0396634615385
S4,A1,nri,54,0,0.8857150667541055,0.02725115508495396,0.8830917981936888,0.860528614253946,0.8999707512196408,0.878560007203279,0.8930487491416894
S4,A1,fp_rate_holdout,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A1,blast_recall,54,0,0.05925925925925927,0.11898710651336172,0.0,0.0,0.0,0.02962962962962963,0.09259259259259259
S4,A1,whatif_abs_err,0,54,,,,,,,
S4,A1,orchestrator_cpu_s,54,0,6.785044444440234e-05,1.520010001773634e-05,6.389949999885403e-05,6.062349999980121e-05,6.825349999983743e-05,6.433327361107201e-05,7.230113148136e-05
S4,A1,availability_below_amin,54,0,0.4036033950617284,0.12731784881398545,0.3927083333333333,0.3340625,0.4721875,0.3705628858024691,0.438349537037037
S4,A1,action_regret,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A1,detected,54,0,0.0,,,,,0.0,0.0664135880908964
S4,A1,contained,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A1,recovered,54,0,0.9629629629629629,,,,,0.8746482308272452,0.9897836320515545
S4,A1,policy_violation,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A1,unsafe_action,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A1,rollback,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A1,action_optimal,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A1,censored_restore,54,0,0.037037037037037035,,,,,0.01021636794844559,0.12535176917275476
S4,A2,detection_latency,18,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A2,containment_latency,54,0,320.7701900800409,247.4854769961796,402.155144709909,17.000999999999976,486.5760880929314,254.67052841150587,387.3754649482648
S4,A2,t_service_restore,53,1,338.50943396226415,227.96745066595577,432.5,49.5,511.0,278.19646226415097,398.5299528301887
S4,A2,nri,54,0,0.9176179040093885,0.05341887879397617,0.8945753435500632,0.874070150570095,0.9875794105798725,0.9035825689804821,0.9315038286441965
S4,A2,fp_rate_holdout,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A2,blast_recall,54,0,0.04629629629629631,0.1004010128547027,0.0,0.0,0.0,0.022222222222222223,0.07407407407407408
S4,A2,whatif_abs_err,0,54,,,,,,,
S4,A2,orchestrator_cpu_s,54,0,7.173105555550432e-05,1.0700450511273524e-05,7.02775000003264e-05,6.406149999893529e-05,7.463775000060568e-05,6.902591250025266e-05,7.470399999991437e-05
S4,A2,availability_below_amin,54,0,0.2832754629629629,0.19859058721985992,0.35354166666666664,0.033437499999999974,0.42374999999999996,0.23112962962962957,0.33443161651234565
S4,A2,action_regret,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A2,detected,54,0,0.3333333333333333,,,,,0.22241416537492573,0.46639036398870637
S4,A2,contained,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A2,recovered,54,0,0.9814814814814815,,,,,0.9022856251121808,0.9967235122817709
S4,A2,policy_violation,54,0,0.6666666666666666,,,,,0.5336096360112935,0.7775858346250742
S4,A2,unsafe_action,54,0,0.6666666666666666,,,,,0.5336096360112935,0.7775858346250742
S4,A2,rollback,54,0,0.6666666666666666,,,,,0.5336096360112935,0.7775858346250742
S4,A2,action_optimal,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A2,censored_restore,54,0,0.018518518518518517,,,,,0.003276487718229061,0.09771437488781931
S4,A3,detection_latency,31,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A3,containment_latency,54,0,210.11605889077327,254.0475345781308,17.000999999999976,17.000999999999976,385.7252418288728,144.4755273394251,279.9956055122611
S4,A3,t_service_restore,54,0,241.27777777777777,253.7996102013649,50.25,47.625,418.5,176.27662037037035,309.98263888888886
S4,A3,nri,54,0,0.944551805279331,0.05453882900664082,0.987493612956613,0.8982331868417118,0.9876137462025056,0.9299357052053223,0.9585311254035929
S4,A3,fp_rate_holdout,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A3,blast_recall,54,0,0.11851851851851852,0.18022425660676733,0.0,0.0,0.2,0.07222222222222223,0.16851851851851848
S4,A3,whatif_abs_err,54,0,0.0925772003495079,0.03705441208984672,0.0912624407842004,0.06716887221545433,0.1191847821128198,0.08315760816669306,0.10250797240254295
S4,A3,orchestrator_cpu_s,54,0,0.00033724338888911675,5.66529646068733e-05,0.00032797949999925,0.00029889950000055,0.00037035925000015,0.00032269278564844373,0.00035264924259266494
S4,A3,availability_below_amin,54,0,0.19375,0.21167983604354332,0.0333333333333333,0.03260416666666665,0.34020833333333333,0.13905073302469134,0.2511975308641975
S4,A3,action_regret,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A3,detected,54,0,0.5740740740740741,,,,,0.4416273382599005,0.6966817598007073
S4,A3,contained,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A3,recovered,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A3,policy_violation,54,0,0.42592592592592593,,,,,0.30331824019929265,0.5583726617400995
S4,A3,unsafe_action,54,0,0.42592592592592593,,,,,0.30331824019929265,0.5583726617400995
S4,A3,rollback,54,0,0.42592592592592593,,,,,0.30331824019929265,0.5583726617400995
S4,A3,action_optimal,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A3,censored_restore,54,0,0.0,,,,,0.0,0.0664135880908964
S4,A4,detection_latency,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A4,containment_latency,54,0,17.000999999999976,0.0,17.000999999999976,17.000999999999976,17.000999999999976,17.000999999999976,17.000999999999976
S4,A4,t_service_restore,54,0,48.23148148148148,1.8033327714418808,48.0,47.0,49.5,47.75925925925926,48.70393518518518
S4,A4,nri,54,0,0.9876049484965113,0.00010755620517340535,0.9876110256992928,0.9875365668873453,0.9876792797671575,0.9875761840605707,0.987632754206244
S4,A4,fp_rate_holdout,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A4,blast_recall,54,0,0.3833333333333333,0.1656889561457831,0.5,0.2,0.5,0.337037037037037,0.42592592592592593
S4,A4,whatif_abs_err,0,54,,,,,,,
S4,A4,orchestrator_cpu_s,54,0,6.975766666693859e-05,1.6060498536641794e-05,6.516200000028505e-05,6.154275000125331e-05,6.840225000048772e-05,6.58753967594755e-05,7.42292361114818e-05
S4,A4,availability_below_amin,54,0,0.03276234567901231,0.0007252931539549029,0.0329166666666666,0.0325,0.0333333333333333,0.0325694444444444,0.03294772376543207
S4,A4,action_regret,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A4,detected,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A4,contained,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A4,recovered,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A4,policy_violation,54,0,0.0,,,,,0.0,0.0664135880908964
S4,A4,unsafe_action,54,0,0.0,,,,,0.0,0.0664135880908964
S4,A4,rollback,54,0,0.0,,,,,0.0,0.0664135880908964
S4,A4,action_optimal,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A4,censored_restore,54,0,0.0,,,,,0.0,0.0664135880908964
S4,A5,detection_latency,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A5,containment_latency,54,0,17.000999999999976,0.0,17.000999999999976,17.000999999999976,17.000999999999976,17.000999999999976,17.000999999999976
S4,A5,t_service_restore,54,0,48.44444444444444,1.8214307735659574,48.0,47.0,49.5,47.97222222222222,48.94444444444444
S4,A5,nri,54,0,0.9876018838886245,0.00010034779467498785,0.987582666558217,0.9875259787880519,0.987684125134224,0.9875761678025636,0.9876290380888466
S4,A5,fp_rate_holdout,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A5,blast_recall,54,0,0.4574074074074074,0.1512237525665907,0.5,0.5,0.5,0.41481481481481486,0.4944444444444445
S4,A5,whatif_abs_err,54,0,0.02541816278776138,0.0206594523574195,0.01914859068425565,0.008941637528047525,0.03771766702178522,0.020174026511949723,0.031096021901439213
S4,A5,orchestrator_cpu_s,54,0,0.00031442359259276103,4.2791160809218715e-05,0.00031646899999919996,0.000283168500000125,0.00034887049999935,0.0003032802555559772,0.0003260494037036369
S4,A5,availability_below_amin,54,0,0.03296296296296292,0.0007578496741316294,0.0329166666666666,0.0325,0.0333333333333333,0.0327546296296296,0.03315586419753083
S4,A5,action_regret,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4,A5,detected,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A5,contained,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A5,recovered,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A5,policy_violation,54,0,0.0,,,,,0.0,0.0664135880908964
S4,A5,unsafe_action,54,0,0.0,,,,,0.0,0.0664135880908964
S4,A5,rollback,54,0,0.0,,,,,0.0,0.0664135880908964
S4,A5,action_optimal,54,0,1.0,,,,,0.9335864119091037,1.0
S4,A5,censored_restore,54,0,0.0,,,,,0.0,0.0664135880908964
