run_id,replicate_id,alert_id,step,timestamp_utc,site_id,detector,score,threshold,rule_hits,explanation,correlated_with,recommended_action,approval_required,shadow_mode
doe-000,0,alert-site_b-360,360,2026-09-03T09:06:00Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-361,361,2026-09-03T09:06:01Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-362,362,2026-09-03T09:06:02Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-363,363,2026-09-03T09:06:03Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-364,364,2026-09-03T09:06:04Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-365,365,2026-09-03T09:06:05Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-366,366,2026-09-03T09:06:06Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-367,367,2026-09-03T09:06:07Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-368,368,2026-09-03T09:06:08Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-369,369,2026-09-03T09:06:09Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-370,370,2026-09-03T09:06:10Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-371,371,2026-09-03T09:06:11Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-372,372,2026-09-03T09:06:12Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-373,373,2026-09-03T09:06:13Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-374,374,2026-09-03T09:06:14Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-375,375,2026-09-03T09:06:15Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-376,376,2026-09-03T09:06:16Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-377,377,2026-09-03T09:06:17Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-378,378,2026-09-03T09:06:18Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-379,379,2026-09-03T09:06:19Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-380,380,2026-09-03T09:06:20Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-381,381,2026-09-03T09:06:21Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-382,382,2026-09-03T09:06:22Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-383,383,2026-09-03T09:06:23Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-384,384,2026-09-03T09:06:24Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-385,385,2026-09-03T09:06:25Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-386,386,2026-09-03T09:06:26Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-387,387,2026-09-03T09:06:27Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-388,388,2026-09-03T09:06:28Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-389,389,2026-09-03T09:06:29Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-390,390,2026-09-03T09:06:30Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-391,391,2026-09-03T09:06:31Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
doe-000,0,alert-site_b-392,392,2026-09-03T09:06:32Z,site_b,rules,0.35,0.3248732269428828,scan_rate,connection/port counters above the benign envelope,,,1,1
