run_id,replicate_id,alert_id,step,timestamp_utc,site_id,detector,score,threshold,rule_hits,explanation,correlated_with,recommended_action,approval_required,shadow_mode
compound-challenge,0,alert-site_b-338,338,2026-09-03T09:05:38Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-339,339,2026-09-03T09:05:39Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-340,340,2026-09-03T09:05:40Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-341,341,2026-09-03T09:05:41Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-342,342,2026-09-03T09:05:42Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-343,343,2026-09-03T09:05:43Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-344,344,2026-09-03T09:05:44Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-345,345,2026-09-03T09:05:45Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-346,346,2026-09-03T09:05:46Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-347,347,2026-09-03T09:05:47Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-348,348,2026-09-03T09:05:48Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-349,349,2026-09-03T09:05:49Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-350,350,2026-09-03T09:05:50Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-351,351,2026-09-03T09:05:51Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-352,352,2026-09-03T09:05:52Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-353,353,2026-09-03T09:05:53Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-354,354,2026-09-03T09:05:54Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-355,355,2026-09-03T09:05:55Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-356,356,2026-09-03T09:05:56Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-357,357,2026-09-03T09:05:57Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-358,358,2026-09-03T09:05:58Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-359,359,2026-09-03T09:05:59Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-360,360,2026-09-03T09:06:00Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-361,361,2026-09-03T09:06:01Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-362,362,2026-09-03T09:06:02Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-363,363,2026-09-03T09:06:03Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-364,364,2026-09-03T09:06:04Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-365,365,2026-09-03T09:06:05Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-366,366,2026-09-03T09:06:06Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-367,367,2026-09-03T09:06:07Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
