t_rel_s,mean,sd,ci95_lo,ci95_hi,n,scenario,method
68.0,0.9077325000000002,0.007961654069746806,0.9040063311964269,0.9114586688035734,20,S1,framework
69.0,0.9076915,0.007616109847587946,0.9041270508704522,0.9112559491295478,20,S1,framework
70.0,0.9085415000000001,0.00815155798799095,0.904726453426853,0.9123565465731472,20,S1,framework
71.0,0.9091644999999998,0.007746195313965773,0.9055391689981214,0.9127898310018783,20,S1,framework
72.0,0.9108645000000003,0.007541004034086263,0.9073352014731771,0.9143937985268235,20,S1,framework
73.0,0.9114785,0.007922081249002023,0.9077708518466379,0.9151861481533621,20,S1,framework
74.0,0.9125650000000001,0.007635299256534887,0.9089915699506145,0.9161384300493857,20,S1,framework
75.0,0.9119149999999998,0.007445547238733391,0.9084303766285925,0.9153996233714071,20,S1,framework
76.0,0.9132899999999999,0.00806954508598452,0.9095133366465041,0.9170666633534957,20,S1,framework
77.0,0.9137345000000001,0.008039263173228067,0.9099720090179283,0.9174969909820719,20,S1,framework
78.0,0.9149874999999998,0.008317329958080238,0.9110948697566703,0.9188801302433294,20,S1,framework
79.0,0.9154519999999999,0.007430447744531315,0.9119744434094089,0.918929556590591,20,S1,framework
80.0,0.9164515000000002,0.006895337307119021,0.9132243828031438,0.9196786171968566,20,S1,framework
81.0,0.9163609999999999,0.008380550101276177,0.9124387818188787,0.920283218181121,20,S1,framework
82.0,0.9169295,0.00759059492502331,0.9133769922217911,0.9204820077782088,20,S1,framework
83.0,0.9177735,0.00753015221416016,0.9142492802812382,0.9212977197187618,20,S1,framework
84.0,0.9194625000000001,0.007885943440538268,0.9157717648616155,0.9231532351383847,20,S1,framework
85.0,0.9195439999999999,0.007684252797288213,0.9159476589882964,0.9231403410117034,20,S1,framework
86.0,0.9200075000000002,0.0073772644159713985,0.9165548339733566,0.9234601660266438,20,S1,framework
87.0,0.9204030000000001,0.007237065485547653,0.9170159490925595,0.9237900509074407,20,S1,framework
88.0,0.923548,0.01117329833976851,0.9183187354097606,0.9287772645902395,20,S1,framework
89.0,0.9231849999999999,0.011488069555206535,0.9178084179462092,0.9285615820537907,20,S1,framework
90.0,0.9237004999999998,0.011065373908587183,0.9185217455983579,0.9288792544016418,20,S1,framework
91.0,0.9240844999999999,0.011712197184761564,0.9186030229867006,0.9295659770132991,20,S1,framework
92.0,0.9257709999999999,0.014790567015215446,0.9188488015577598,0.93269319844224,20,S1,framework
93.0,0.9263515,0.013526680175820944,0.9200208188066811,0.9326821811933189,20,S1,framework
94.0,0.9273340000000001,0.014376443597994455,0.9206056172830552,0.934062382716945,20,S1,framework
95.0,0.9280245,0.015792421058683087,0.920633419432287,0.935415580567713,20,S1,framework
96.0,0.9285689999999999,0.015735470123259748,0.9212045732905241,0.9359334267094757,20,S1,framework
97.0,0.9305639999999998,0.01668688120082737,0.9227542991997949,0.9383737008002048,20,S1,framework
98.0,0.9312915,0.018010006071187485,0.9228625576989741,0.939720442301026,20,S1,framework
99.0,0.9315335000000001,0.016862498183839798,0.9236416079217333,0.9394253920782669,20,S1,framework
100.0,0.9336789999999999,0.017506614359029834,0.9254856522723361,0.9418723477276637,20,S1,framework
101.0,0.9363665000000001,0.02065873493732195,0.9266979144309229,0.9460350855690773,20,S1,framework
102.0,0.9374685000000001,0.022098064043569177,0.9271262876736197,0.9478107123263806,20,S1,framework
103.0,0.9381305,0.022964760755970176,0.9273826611262191,0.9488783388737808,20,S1,framework
104.0,0.9413455,0.02309655191285397,0.9305359809661587,0.9521550190338411,20,S1,framework
105.0,0.9415405,0.024210734999386665,0.9302095272302721,0.952871472769728,20,S1,framework
106.0,0.9455940000000002,0.024425123691977916,0.934162690233566,0.9570253097664343,20,S1,framework
107.0,0.9484694999999999,0.026170100954092026,0.9362215157360211,0.9607174842639786,20,S1,framework
108.0,0.949361,0.026035403406252725,0.9371760561289195,0.9615459438710805,20,S1,framework
109.0,0.9510335,0.02589611193637094,0.9389137465435156,0.9631532534564844,20,S1,framework
110.0,0.9548820000000001,0.025452735681733896,0.9429697530181503,0.9667942469818499,20,S1,framework
111.0,0.9548139999999998,0.027521775761251876,0.9419334124534754,0.9676945875465243,20,S1,framework
112.0,0.9567924999999999,0.02695604411766838,0.9441766830128402,0.9694083169871597,20,S1,framework
113.0,0.9569089999999999,0.027956149102327722,0.9438251194720872,0.9699928805279125,20,S1,framework
114.0,0.96042,0.027581194775846064,0.9475116034986303,0.9733283965013698,20,S1,framework
115.0,0.9610600000000001,0.02813574501178921,0.9478920659991253,0.9742279340008749,20,S1,framework
116.0,0.9612864999999999,0.028365817136865718,0.9480108889300738,0.9745621110699261,20,S1,framework
117.0,0.9653345,0.02887612262114806,0.9518200586117546,0.9788489413882454,20,S1,framework
118.0,0.9671625,0.027132570420650894,0.9544640661599324,0.9798609338400677,20,S1,framework
119.0,0.9679485,0.029373977612667183,0.9542010553034156,0.9816959446965844,20,S1,framework
120.0,0.9696810000000001,0.028880214844659392,0.9561646433921971,0.9831973566078032,20,S1,framework
121.0,0.9686050000000002,0.028547220991119067,0.9552444893129033,0.981965510687097,20,S1,framework
122.0,0.9707005000000001,0.0295051787559583,0.9568916512782166,0.9845093487217835,20,S1,framework
123.0,0.9710660000000001,0.030714778955997536,0.9566910409585899,0.9854409590414103,20,S1,framework
124.0,0.9741899999999999,0.029386793131036194,0.960436557456193,0.9879434425438067,20,S1,framework
125.0,0.9745295,0.028450945498117313,0.9612140476306132,0.9878449523693869,20,S1,framework
126.0,0.9751605000000001,0.029011339430062785,0.9615827751971925,0.9887382248028077,20,S1,framework
127.0,0.9788365000000001,0.02768210960834489,0.9658808739031994,0.9917921260968008,20,S1,framework
128.0,0.9785874999999999,0.02796005889516423,0.9655017896327137,0.9916732103672862,20,S1,framework
129.0,0.9797614999999998,0.028430678070111445,0.9664555330789008,0.9930674669210989,20,S1,framework
130.0,0.9809485,0.02557191186788637,0.9689804768461286,0.9929165231538714,20,S1,framework
131.0,0.983159,0.02352006599077746,0.9721512702763689,0.9941667297236311,20,S1,framework
132.0,0.9843750000000002,0.022837405950026715,0.9736867650101277,0.9950632349898727,20,S1,framework
133.0,0.9842889999999999,0.024334121138412778,0.9729002807396552,0.9956777192603445,20,S1,framework
134.0,0.98544,0.02254640944690238,0.9748879555658075,0.9959920444341924,20,S1,framework
135.0,0.9865039999999998,0.02207211205404493,0.9761739335785921,0.9968340664214076,20,S1,framework
136.0,0.9874715000000001,0.019006125681502076,0.9785763593708294,0.9963666406291707,20,S1,framework
137.0,0.9883175,0.018224751785184318,0.9797880536111065,0.9968469463888934,20,S1,framework
138.0,0.9890929999999998,0.018555848021297058,0.9804085958026942,0.9977774041973053,20,S1,framework
139.0,0.9891175000000001,0.017508931217193727,0.9809230679493379,0.9973119320506623,20,S1,framework
140.0,0.9900804999999998,0.017331270939213352,0.9819692155188811,0.9981917844811186,20,S1,framework
141.0,0.9904774999999999,0.017333897996032008,0.9823649860184436,0.9985900139815562,20,S1,framework
142.0,0.9905875,0.017586872459159325,0.9823565903252437,0.9988184096747562,20,S1,framework
143.0,0.9910865,0.015755747915234646,0.9837125829917496,0.9984604170082504,20,S1,framework
144.0,0.9927065,0.015226314920315799,0.9855803652606057,0.9998326347393944,20,S1,framework
145.0,0.9921070000000001,0.015956685482234313,0.9846390413156029,0.9995749586843973,20,S1,framework
146.0,0.9929600000000003,0.016231383181971894,0.9853634788347154,1.0,20,S1,framework
147.0,0.9926660000000002,0.01585917678888322,0.9852436767888424,1.0,20,S1,framework
148.0,0.993468,0.01495127334834201,0.9864705886786538,1.0,20,S1,framework
149.0,0.9938054999999999,0.015473444645925687,0.9865637049887656,1.0,20,S1,framework
150.0,0.9937684999999998,0.015702808087794534,0.9864193595936648,1.0,20,S1,framework
151.0,0.9951114999999999,0.01492397198258031,0.9881268661111451,1.0,20,S1,framework
152.0,0.9944714999999998,0.01473622185207879,0.9875747358770269,1.0,20,S1,framework
153.0,0.995518,0.015054423934511747,0.9884723127182957,1.0,20,S1,framework
154.0,0.9956269999999998,0.008308588517786574,0.9917384608766606,0.999515539123339,20,S1,framework
155.0,0.9964905,0.008417612785107194,0.9925509359489053,1.0,20,S1,framework
156.0,0.9958095,0.007822268801986176,0.9921485655097814,0.9994704344902187,20,S1,framework
157.0,0.9970040000000001,0.008391709191690015,0.9930765592038028,1.0,20,S1,framework
158.0,0.9968385,0.008074742475932675,0.9930594041931327,1.0,20,S1,framework
159.0,0.9976224999999997,0.007328834814405504,0.9941924997245861,1.0,20,S1,framework
160.0,0.997653,0.0062122147080527846,0.9947455940208576,1.0,20,S1,framework
161.0,0.9973715000000001,0.00601990669188048,0.9945540969428963,1.0,20,S1,framework
162.0,0.9971515000000002,0.0064281979753680815,0.9941430107402086,1.0,20,S1,framework
163.0,0.9974365000000001,0.00615327664103058,0.9945566778853105,1.0,20,S1,framework
164.0,0.9974115000000001,0.004435048537086797,0.9953358333914719,0.9994871666085283,20,S1,framework
165.0,0.9981315000000001,0.004348857411950148,0.9960961720797413,1.0,20,S1,framework
166.0,0.997922,0.004804491977087142,0.9956734285391943,1.0,20,S1,framework
167.0,0.9974930000000002,0.004799579038558326,0.9952467278652039,0.9997392721347965,20,S1,framework
168.0,0.9979290000000001,0.003482385600947167,0.9962991933700475,0.9995588066299527,20,S1,framework
169.0,0.9981505,0.002982264196351842,0.9967547573923571,0.999546242607643,20,S1,framework
170.0,0.9978130000000002,0.0030521504067236157,0.9963845496390931,0.9992414503609073,20,S1,framework
171.0,0.9980525,0.0023675500883936188,0.9969444524507111,0.999160547549289,20,S1,framework
172.0,0.9979019999999998,0.0023017009728505183,0.9968247707854351,0.9989792292145646,20,S1,framework
173.0,0.998369,0.0017312815454089657,0.9975587352951796,0.9991792647048203,20,S1,framework
174.0,0.9980914999999999,0.002211618304842826,0.9970564307718315,0.9991265692281683,20,S1,framework
175.0,0.9974464999999999,0.0031038537591024933,0.9959938517253193,0.9988991482746805,20,S1,framework
176.0,0.9978230000000001,0.001914534710548421,0.9969269701738724,0.9987190298261278,20,S1,framework
177.0,0.997876,0.0019430561928109782,0.996966621709281,0.998785378290719,20,S1,framework
178.0,0.9992049999999999,0.0015439133463548563,0.9984824263116419,0.9999275736883579,20,S1,framework
179.0,0.998892,0.0013775248588835417,0.9982472985208409,0.9995367014791591,20,S1,framework
180.0,0.9985735,0.0017499842856437272,0.9977544821433103,0.9993925178566897,20,S1,framework
181.0,0.9977450000000001,0.002602600925794684,0.9965269452725664,0.9989630547274339,20,S1,framework
182.0,0.9987634999999997,0.0013968245001468526,0.9981097660106907,0.9994172339893087,20,S1,framework
183.0,0.998445,0.0020619548721387856,0.9974799754144513,0.9994100245855487,20,S1,framework
184.0,0.9983715,0.0017130713414953331,0.9975697579329551,0.9991732420670448,20,S1,framework
185.0,0.9987270000000003,0.0014735603143407495,0.9980373525441602,0.9994166474558404,20,S1,framework
186.0,0.9987,0.0011382026459106109,0.9981673047642886,0.9992326952357115,20,S1,framework
187.0,0.9983654999999999,0.001603504303901785,0.9976150368850175,0.9991159631149823,20,S1,framework
188.0,0.9977859999999998,0.0019829812749600174,0.9968579361956577,0.998714063804342,20,S1,framework
189.0,0.9980825000000001,0.0016807763713612613,0.9972958724442328,0.9988691275557674,20,S1,framework
190.0,0.9982709999999999,0.0017479338178486565,0.9974529417917781,0.9990890582082217,20,S1,framework
191.0,0.9987744999999999,0.0012759247420472853,0.9981773488392142,0.9993716511607856,20,S1,framework
192.0,0.997738,0.0019554286109780632,0.9968228312393366,0.9986531687606635,20,S1,framework
193.0,0.9985860000000001,0.0013520137028268451,0.9979532381094,0.9992187618906002,20,S1,framework
194.0,0.998318,0.0014227312502810515,0.9976521412784047,0.9989838587215953,20,S1,framework
195.0,0.9986470000000001,0.0019064684904983665,0.9977547452810612,0.9995392547189389,20,S1,framework
196.0,0.997565,0.0022093973934322595,0.9965309701903671,0.998599029809633,20,S1,framework
197.0,0.9984964999999999,0.0017758593916600983,0.9976653722209269,0.9993276277790729,20,S1,framework
198.0,0.9982815000000003,0.0018975199187637626,0.9973934333415501,0.9991695666584505,20,S1,framework
199.0,0.9993160000000001,0.001237779846082671,0.9987367012000572,0.999895298799943,20,S1,framework
200.0,0.9987155,0.0014593382602723572,0.9980325086703528,0.9993984913296472,20,S1,framework
201.0,0.998442,0.0017875787800085464,0.9976053873783455,0.9992786126216546,20,S1,framework
202.0,0.99922,0.001004851389902733,0.9987497150732144,0.9996902849267856,20,S1,framework
203.0,0.9985685,0.0014625114484482068,0.9978840235725721,0.9992529764274278,20,S1,framework
204.0,0.9989125000000001,0.0012744446675027918,0.9983160415354237,0.9995089584645764,20,S1,framework
205.0,0.9981500000000001,0.002072410241850374,0.9971800821508019,0.9991199178491983,20,S1,framework
206.0,0.9978064999999999,0.0018546194814712399,0.9969385113642444,0.9986744886357555,20,S1,framework
207.0,0.9980095000000002,0.0023497558103813786,0.9969097804291728,0.9991092195708277,20,S1,framework
208.0,0.9988665000000001,0.0016361999459595183,0.9981007348535076,0.9996322651464926,20,S1,framework
209.0,0.9976625000000002,0.0023190739417639095,0.9965771399857017,0.9987478600142987,20,S1,framework
210.0,0.9989929999999999,0.0010544946407490315,0.9984994813166368,0.999486518683363,20,S1,framework
211.0,0.9980270000000001,0.00195433957077442,0.9971123409258411,0.9989416590741591,20,S1,framework
212.0,0.9985894999999998,0.001707024111074437,0.9977905881239107,0.9993884118760888,20,S1,framework
213.0,0.9986375000000003,0.001865489564642346,0.9977644240087217,0.9995105759912789,20,S1,framework
214.0,0.9987925000000001,0.0017459573606658145,0.9979753668022135,0.9996096331977866,20,S1,framework
215.0,0.9979065,0.0021150818697604815,0.9969166112141945,0.9988963887858056,20,S1,framework
216.0,0.9984925000000002,0.0016738825809287886,0.9977090988374702,0.9992759011625303,20,S1,framework
217.0,0.9985835,0.001740874780103387,0.9977687455231384,0.9993982544768615,20,S1,framework
218.0,0.9984474999999999,0.0016334815095694452,0.9976830071209009,0.999211992879099,20,S1,framework
219.0,0.9976195000000001,0.0019152613536098878,0.9967231300944513,0.9985158699055489,20,S1,framework
220.0,0.998667,0.0016472787767773417,0.9978960498010784,0.9994379501989216,20,S1,framework
221.0,0.9978755000000001,0.0018976480595449552,0.9969873733698182,0.998763626630182,20,S1,framework
222.0,0.9981234999999998,0.0017928814649520077,0.997284405645399,0.9989625943546007,20,S1,framework
223.0,0.9984320000000002,0.0016432432628958654,0.9976629384797124,0.999201061520288,20,S1,framework
224.0,0.9982605,0.0020940227591383755,0.997280467181352,0.999240532818648,20,S1,framework
225.0,0.9984440000000001,0.0019093355140632478,0.9975504034727293,0.9993375965272709,20,S1,framework
226.0,0.9983345000000001,0.001572599172673942,0.9975985009316647,0.9990704990683356,20,S1,framework
227.0,0.9984439999999999,0.0013240384793263545,0.9978243309170208,0.999063669082979,20,S1,framework
228.0,0.9989785,0.0013554656414912034,0.9983441225523749,0.9996128774476251,20,S1,framework
229.0,0.9982574999999999,0.001536554159218126,0.9975383705172414,0.9989766294827584,20,S1,framework
230.0,0.9984515000000002,0.0017194897498967385,0.9976467540253571,0.9992562459746432,20,S1,framework
231.0,0.9989575,0.0012530882902484963,0.9983710366276477,0.9995439633723524,20,S1,framework
232.0,0.9983984999999999,0.0018303128147942357,0.9975418872344212,0.9992551127655785,20,S1,framework
233.0,0.9984270000000001,0.0017530487728525986,0.9976065479191483,0.9992474520808519,20,S1,framework
234.0,0.9985519999999999,0.001777163914484928,0.9977202616854514,0.9993837383145484,20,S1,framework
235.0,0.9989745000000001,0.001203951716989569,0.998411033251815,0.9995379667481852,20,S1,framework
236.0,0.9982415000000001,0.001816912577916022,0.9973911587383298,0.9990918412616704,20,S1,framework
237.0,0.998911,0.0013989917421975205,0.9982562517101891,0.9995657482898109,20,S1,framework
238.0,0.9979545,0.0019955225539086065,0.9970205666964349,0.998888433303565,20,S1,framework
239.0,0.9982560000000001,0.0021140193695273575,0.9972666084796106,0.9992453915203897,20,S1,framework
240.0,0.9981289999999999,0.0019949512591328706,0.9971953340706202,0.9990626659293796,20,S1,framework
241.0,0.998094,0.0020857042228616994,0.9971178603761699,0.9990701396238302,20,S1,framework
242.0,0.9987185000000001,0.001596127797943641,0.9979714891960751,0.999465510803925,20,S1,framework
243.0,0.9988439999999998,0.0012367035980677395,0.9982652048996328,0.9994227951003669,20,S1,framework
244.0,0.9982204999999998,0.0018158091570252735,0.9973706751552028,0.9990703248447969,20,S1,framework
245.0,0.9990764999999999,0.0013106939704639478,0.9984630763394151,0.9996899236605847,20,S1,framework
246.0,0.998518,0.0018217360141533074,0.9976654013006823,0.9993705986993178,20,S1,framework
247.0,0.998536,0.002000382594984223,0.9975997921271957,0.9994722078728042,20,S1,framework
248.0,0.9981480000000001,0.0022650586143223173,0.9970879199371118,0.9992080800628885,20,S1,framework
249.0,0.997683,0.0023019810690153956,0.9966056396963948,0.9987603603036052,20,S1,framework
250.0,0.997744,0.0022931118824128867,0.9966707906034981,0.9988172093965019,20,S1,framework
251.0,0.9983905,0.001917359684017235,0.9974931480455912,0.9992878519544087,20,S1,framework
252.0,0.9982620000000001,0.0015030481310359112,0.9975585518211327,0.9989654481788675,20,S1,framework
253.0,0.998564,0.001655562871368104,0.9977891727254659,0.9993388272745342,20,S1,framework
254.0,0.9988000000000001,0.0015635553278211336,0.9980682335813452,0.999531766418655,20,S1,framework
255.0,0.998864,0.0013912334550016453,0.9982128827003659,0.999515117299634,20,S1,framework
256.0,0.9981135000000003,0.0017848581692141562,0.9972781606633918,0.9989488393366088,20,S1,framework
257.0,0.9980675,0.0021362704219713056,0.9970676946665087,0.9990673053334913,20,S1,framework
258.0,0.9987815,0.0018479213784824945,0.9979166461729388,0.9996463538270611,20,S1,framework
259.0,0.9977175,0.0018594619340579462,0.9968472450266714,0.9985877549733286,20,S1,framework
260.0,0.9988954999999999,0.0016625961784605253,0.9981173810364217,0.9996736189635782,20,S1,framework
261.0,0.9986435,0.001613418322757787,0.9978883969813676,0.9993986030186325,20,S1,framework
262.0,0.9985175,0.0018276498426581694,0.9976621335437448,0.9993728664562551,20,S1,framework
263.0,0.9982130000000001,0.0019837845277730125,0.9972845602617694,0.9991414397382309,20,S1,framework
264.0,0.9976869999999998,0.0017174770357769166,0.9968831960045608,0.9984908039954388,20,S1,framework
265.0,0.9978155,0.0016933071813839107,0.997023007844618,0.998607992155382,20,S1,framework
266.0,0.9988110000000001,0.0013821680147697848,0.9981641254569951,0.9994578745430052,20,S1,framework
267.0,0.9976565,0.002420022346569295,0.9965238946779473,0.9987891053220526,20,S1,framework
268.0,0.9984615,0.001483677064451342,0.997767117759362,0.999155882240638,20,S1,framework
269.0,0.998731,0.0016354748224099453,0.9979655742217751,0.999496425778225,20,S1,framework
270.0,0.9972795,0.0018741495615204756,0.9964023710054228,0.9981566289945771,20,S1,framework
271.0,0.9979874999999998,0.0017110596132221697,0.9971866994507685,0.9987883005492311,20,S1,framework
272.0,0.998763,0.0014880934464149725,0.9980665508289787,0.9994594491710213,20,S1,framework
273.0,0.997748,0.002046045222528475,0.99679042135967,0.9987055786403299,20,S1,framework
274.0,0.9982809999999999,0.0023449742451733613,0.997183518270575,0.9993784817294247,20,S1,framework
275.0,0.998723,0.0016325959309284699,0.997958921584463,0.9994870784155371,20,S1,framework
276.0,0.9983709999999999,0.0015072243572732925,0.997665597287089,0.9990764027129108,20,S1,framework
277.0,0.9983085,0.0013787342593461348,0.9976632325040014,0.9989537674959987,20,S1,framework
278.0,0.9977495,0.0021927907596917475,0.9967232423341997,0.9987757576658002,20,S1,framework
279.0,0.9982515,0.0020484789607490717,0.9972927823351213,0.9992102176648786,20,S1,framework
280.0,0.9987795000000002,0.0012597387991584899,0.9981899240936678,0.9993690759063325,20,S1,framework
281.0,0.9986970000000002,0.0013378344638375855,0.998070874197519,0.9993231258024813,20,S1,framework
282.0,0.9985379999999999,0.0017692151099465443,0.9977099818404891,0.9993660181595108,20,S1,framework
283.0,0.9986875000000002,0.0014312595667342904,0.9980176499034422,0.9993573500965581,20,S1,framework
284.0,0.9982084999999999,0.0018283535158572077,0.9973528042145503,0.9990641957854496,20,S1,framework
285.0,0.9983345,0.0015657870897814727,0.997601689084596,0.999067310915404,20,S1,framework
286.0,0.9979435000000001,0.002326493351761293,0.9968546675949357,0.9990323324050645,20,S1,framework
287.0,0.997579,0.0024520751684193815,0.9964313934955552,0.9987266065044448,20,S1,framework
288.0,0.9985074999999999,0.0017363054394165106,0.9976948840404077,0.999320115959592,20,S1,framework
289.0,0.997851,0.0019456453401053685,0.9969404099510469,0.9987615900489532,20,S1,framework
290.0,0.9981765000000001,0.002080306847305793,0.997202886425687,0.9991501135743133,20,S1,framework
291.0,0.998606,0.0013496993817338101,0.9979743212450125,0.9992376787549875,20,S1,framework
292.0,0.9989804999999998,0.0013585265818835523,0.9983446899881739,0.9996163100118257,20,S1,framework
293.0,0.9988345000000001,0.001669813966946768,0.9980530030074278,0.9996159969925723,20,S1,framework
294.0,0.9978245000000001,0.002555070243137842,0.9966286903167968,0.9990203096832034,20,S1,framework
295.0,0.9983799999999998,0.0020142231099960464,0.9974373145667778,0.9993226854332219,20,S1,framework
296.0,0.9987085,0.0015653325693384076,0.9979759018067114,0.9994410981932886,20,S1,framework
297.0,0.9986664999999999,0.0015918088849845749,0.9979215105095599,0.9994114894904399,20,S1,framework
298.0,0.9989045000000001,0.001348455158983596,0.9982734035591845,0.9995355964408157,20,S1,framework
299.0,0.9987585000000001,0.0014608478972663002,0.9980748021384912,0.999442197861509,20,S1,framework
300.0,0.9982145000000001,0.001959012842170635,0.9972976537675027,0.9991313462324976,20,S1,framework
301.0,0.9985164999999998,0.0014912702991956826,0.9978185640161101,0.9992144359838895,20,S1,framework
302.0,0.9992524999999999,0.001480970076814881,0.9985593846685737,0.999945615331426,20,S1,framework
303.0,0.9987535,0.00153669938504576,0.9980343025494619,0.999472697450538,20,S1,framework
304.0,0.998537,0.0014449589322155434,0.997860738403038,0.999213261596962,20,S1,framework
305.0,0.9984490000000001,0.002116767396415178,0.9974583223634379,0.9994396776365624,20,S1,framework
306.0,0.9985259999999998,0.0016731986385992881,0.9977429189323331,0.9993090810676665,20,S1,framework
307.0,0.998803,0.0014575505768962343,0.9981208453319269,0.9994851546680731,20,S1,framework
308.0,0.9986729999999999,0.0015937876104953257,0.9979270844375145,0.9994189155624853,20,S1,framework
309.0,0.9978564999999999,0.0018965544242679963,0.9969688852068831,0.9987441147931168,20,S1,framework
310.0,0.9972430000000001,0.00249133889177771,0.9960770175073739,0.9984089824926263,20,S1,framework
311.0,0.9976775,0.002321283390486254,0.9965911059318692,0.9987638940681308,20,S1,framework
312.0,0.9984210000000001,0.001652009621483385,0.9976478356976016,0.9991941643023986,20,S1,framework
313.0,0.9982254999999999,0.0019350682702494835,0.997319860172117,0.9991311398278827,20,S1,framework
314.0,0.9982409999999998,0.0017688054250196439,0.9974131735789369,0.9990688264210628,20,S1,framework
315.0,0.9982865000000001,0.0016578117314225093,0.9975106202265623,0.9990623797734378,20,S1,framework
316.0,0.9978655,0.0020349252540262327,0.996913125665128,0.9988178743348719,20,S1,framework
317.0,0.9979465,0.002025784513401362,0.9969984036634257,0.9988945963365742,20,S1,framework
318.0,0.9986149999999998,0.0018874223581103295,0.9977316591454051,0.9994983408545945,20,S1,framework
319.0,0.9973235000000003,0.0023016819365068984,0.9962462796947186,0.9984007203052819,20,S1,framework
320.0,0.998926,0.0016316133442893825,0.9981623814491656,0.9996896185508344,20,S1,framework
321.0,0.9986055,0.001250963733750058,0.9980200309506961,0.9991909690493039,20,S1,framework
322.0,0.9983905,0.0017864415526550595,0.9975544196171302,0.9992265803828697,20,S1,framework
323.0,0.9984635000000001,0.0017152942819482066,0.9976607175647986,0.9992662824352015,20,S1,framework
324.0,0.9976345,0.0021091916011890303,0.9966473679447436,0.9986216320552563,20,S1,framework
325.0,0.998484,0.001629444206179711,0.9977213966370505,0.9992466033629496,20,S1,framework
326.0,0.999161,0.0013709232386664826,0.9985193881742082,0.9998026118257918,20,S1,framework
327.0,0.9988045,0.0017360162350684057,0.997992019392209,0.9996169806077909,20,S1,framework
328.0,0.9982,0.0023734585025144018,0.9970891872277834,0.9993108127722166,20,S1,framework
329.0,0.9987074999999999,0.0011725584936593289,0.9981587257325972,0.9992562742674025,20,S1,framework
330.0,0.998009,0.0019453721061994623,0.9970985378284513,0.9989194621715488,20,S1,framework
331.0,0.9985420000000003,0.0015826513397327684,0.9978012963726656,0.999282703627335,20,S1,framework
332.0,0.9982000000000001,0.001853338381919155,0.997332610937291,0.9990673890627092,20,S1,framework
333.0,0.9980095,0.002352050561128581,0.9969087064527637,0.9991102935472362,20,S1,framework
334.0,0.9983829999999999,0.0013470400298822842,0.9977525658599907,0.9990134341400091,20,S1,framework
335.0,0.998348,0.0017780047954467399,0.9975158681410472,0.9991801318589528,20,S1,framework
336.0,0.998666,0.001663048564028056,0.997887669313459,0.9994443306865411,20,S1,framework
337.0,0.9980419999999999,0.0017799308088267188,0.9972089667390384,0.9988750332609614,20,S1,framework
338.0,0.9983810000000002,0.00190172470197589,0.9974909654424309,0.9992710345575695,20,S1,framework
339.0,0.9978349999999999,0.002172879486570283,0.9968180610968707,0.9988519389031292,20,S1,framework
340.0,0.9982069999999998,0.001740523514711363,0.9973924099204023,0.9990215900795973,20,S1,framework
341.0,0.998096,0.0021582678239736603,0.9970858995654678,0.9991061004345322,20,S1,framework
342.0,0.99766,0.0024454468970549785,0.9965154956220433,0.9988045043779566,20,S1,framework
343.0,0.9983609999999998,0.0020024482383743255,0.9974238253763305,0.9992981746236692,20,S1,framework
344.0,0.999098,0.0010249754810931376,0.9986182967086212,0.9995777032913788,20,S1,framework
345.0,0.9987095000000001,0.0016402454084679015,0.9979418415187731,0.9994771584812272,20,S1,framework
346.0,0.9979870000000002,0.0012705991127272013,0.9973923413104595,0.9985816586895409,20,S1,framework
347.0,0.9983855,0.0019153465400342257,0.9974890902259774,0.9992819097740226,20,S1,framework
348.0,0.9989395,0.0013577592802694878,0.9983040490963835,0.9995749509036165,20,S1,framework
349.0,0.998441,0.0017805111625597849,0.9976076951251306,0.9992743048748695,20,S1,framework
350.0,0.9973215,0.0016448556967581936,0.9965516838374353,0.9980913161625646,20,S1,framework
351.0,0.9988805000000001,0.0013553809913005707,0.9982461621698837,0.9995148378301164,20,S1,framework
352.0,0.998081,0.002524379861314565,0.9968995538576284,0.9992624461423716,20,S1,framework
353.0,0.998982,0.0012719922210950624,0.9983866893156734,0.9995773106843266,20,S1,framework
354.0,0.9984909999999999,0.0014233722004636086,0.9978248413044853,0.9991571586955145,20,S1,framework
355.0,0.9978669999999997,0.0018720439153643372,0.9969908564781584,0.998743143521841,20,S1,framework
356.0,0.998738,0.001433459561965203,0.9980671202739799,0.9994088797260201,20,S1,framework
357.0,0.9986750000000002,0.001615775844276478,0.9979187936273335,0.9994312063726669,20,S1,framework
358.0,0.9990715,0.0012930269464363538,0.9984663447611787,0.9996766552388213,20,S1,framework
359.0,0.9982625,0.001821843701771426,0.9974098509013256,0.9991151490986745,20,S1,framework
360.0,0.9990435,0.0012058728003095042,0.9984791341571452,0.9996078658428548,20,S1,framework
361.0,0.9987475,0.001226230316650873,0.9981736065462186,0.9993213934537815,20,S1,framework
362.0,0.9981669999999999,0.001833682231553701,0.9973088102988366,0.9990251897011633,20,S1,framework
363.0,0.9983664999999998,0.002342051001736899,0.9972703863906167,0.9994626136093829,20,S1,framework
364.0,0.998782,0.0015998769689540152,0.99803323453003,0.9995307654699699,20,S1,framework
365.0,0.9984149999999999,0.001421620646712026,0.9977496610568747,0.9990803389431252,20,S1,framework
366.0,0.9992979999999999,0.0015523008389925126,0.9985715008442537,1.0,20,S1,framework
