t,weighted_x,weighted_q,reconfig_failure_prob,max_degradation,max_backlog
0.0,0.0144738,0.27549059538595194,0.00013004982120512487,0.55,0.36017126253584975
0.05,0.013829333706700064,0.2758319871622589,0.00012909761982421442,0.5074459395071029,0.36017126253584975
0.1,0.01335308133705235,0.27607086183509605,0.00012839000190367766,0.47686999605077385,0.36044729557689276
0.15000000000000002,0.01295006784166123,0.2762629600700568,0.0001277879457103337,0.4514830958728373,0.3608317182246801
0.2,0.0125941820357139,0.27642405283208277,0.00012725331471463708,0.4294148920838608,0.361277784008283
0.25,0.012273110559070986,0.2765618770830382,0.00012676823870449994,0.4097766510137737,0.3617615491992819
0.30000000000000004,0.011979629027900363,0.2766811565774761,0.00012632231563636243,0.3920445656979936,0.3622683800802555
0.35000000000000003,0.011708955063110241,0.2767851357714033,0.0001259087171687212,0.37587133969665765,0.36278853739932176
0.4,0.011457670871713514,0.27687620994686607,0.00012552260331194498,0.36100898141777005,0.3633152157928631
0.45,0.011223201654735624,0.2769562340822553,0.00012516035559811955,0.3472711749903212,0.3638435152537189
0.5,0.01100670438734807,0.2770266934907022,0.0001248247039915551,0.334512680607142,0.36436984132029354
0.55,0.01080466093568802,0.2770889123367067,0.00012451011575470572,0.3226170729714297,0.36489152877205516
0.6000000000000001,0.010630736449279558,0.27714391874921235,0.00012424082529688407,0.3114889657801744,0.3654065926228455
0.65,0.010473859007867634,0.2771930527954257,0.00012399813646041258,0.3010488307186707,0.36591355654748076
0.7000000000000001,0.010343970991933163,0.2772370832585396,0.00012379959050906608,0.2912294040764164,0.3664113308688917
0.75,0.01025387515876391,0.27727701272026006,0.0001236677454384827,0.2819731124920879,0.36689912356390586
0.8,0.010182540190625873,0.2773141003105359,0.00012356676752967033,0.2732301769413464,0.3673763740106717
0.8500000000000001,0.010123560508362314,0.27734875842357476,0.00012348575780168902,0.2649571833539724,0.3678427028197017
0.9,0.010073459030756416,0.2773812643516135,0.00012341883743482995,0.2571159842690494,0.36829787329799346
0.9500000000000001,0.010030035535089524,0.2774118303236284,0.00012336231231907524,0.2496728395719956,0.36874176150292254
1.0,0.009992286606395891,0.2774406293445825,0.00012331454063096992,0.24259773422817038,0.36917433273382566
1.05,0.00995917010920419,0.27746782568394235,0.00012327381309212848,0.23586382934826916,0.3695959629101294
1.1,0.009929867522563017,0.27749356018762417,0.0001232387957145753,0.22944701530414324,0.37000700907562367
1.1500000000000001,0.009917855501119476,0.2775179553057689,0.00012323280322246166,0.22332615189907234,0.37040780841248383
1.2000000000000002,0.009914146652744493,0.27754145870563857,0.00012324059609375437,0.21748160265731187,0.3707986800628205
1.25,0.009927489019016472,0.2775642002724427,0.00012327735069239676,0.21189612894589194,0.37117992720785925
1.3,0.009950000489681586,0.277586624287742,0.00012332975295709092,0.20655421330018137,0.3715520755666233
1.35,0.009979098725062387,0.27760884158781707,0.0001233934292954042,0.20144088099354607,0.3719155627276967
1.4000000000000001,0.010016241627802696,0.2776309135635217,0.00012347095406350928,0.19666530080478545,0.3722707614308724
1.4500000000000002,0.01005929399690855,0.2776529865412142,0.00012355874878094975,0.19214123891912793,0.3726179946014521
1.5,0.010107415830360667,0.277675114348062,0.00012365541387010515,0.18783618301762867,0.372957546323156
1.55,0.010149155579976617,0.27769982195807014,0.00012374266331632855,0.183728586803104,0.3733369055941656
1.6,0.010188439045970096,0.27772515589363184,0.00012382609662986432,0.17980183814021894,0.37371162834135235
1.6500000000000001,0.010252942676674396,0.27775058206000164,0.0001239533947857141,0.17604223420418097,0.37407118840268394
1.7000000000000002,0.010324071655190715,0.2777766321102692,0.0001240927113067003,0.17243872223657752,0.3744109984008304
1.75,0.01039781282833967,0.27780314666909484,0.00012423700991104347,0.16898111057112947,0.37472889896235456
1.8,0.010472550746698858,0.27782996389293063,0.00012438339620313155,0.16566078680578317,0.37502398814488513
1.85,0.010547675704033109,0.27785695013332024,0.00012453073276824655,0.16246957360967823,0.37529609248925444
1.9000000000000001,0.010623260886654752,0.2778840030499348,0.00012467908778984738,0.15940000360622997,0.37554548551605316
1.9500000000000002,0.010698909077443869,0.27791105655376835,0.00012482772998428926,0.1564452313473801,0.37577272320613503
2.0,0.010774632774168432,0.27793805759678,0.00012497664933941444,0.15359896241864657,0.3759785408946853
