t,weighted_x,weighted_q,reconfig_failure_prob,max_degradation,max_backlog
0.0,0.0144738,0.27549059538595194,0.02258858700737726,0.55,0.36017126253584975
0.05,0.013836731122743856,0.2758319871622589,0.022429156374487447,0.5077270390679706,0.36017126253584975
0.1,0.013365786589453244,0.27607104375336716,0.022310583803380246,0.4773307898838989,0.36044729557689276
0.15000000000000002,0.012967140272512959,0.27626341721731895,0.022209630673885983,0.4520796144831145,0.3608320546403794
0.2,0.012615003478708527,0.2764248472710892,0.02211992617011499,0.43011920610887355,0.36127881958230174
0.25,0.012297218393118009,0.2765630521826578,0.022038486906955812,0.41056865221021716,0.3617636349693942
0.30000000000000004,0.012006654012901768,0.27668274267748844,0.02196357735505977,0.39290884058737346,0.36227184304642995
0.35000000000000003,0.011738591139740684,0.27678715351468236,0.021894058892849566,0.37679562208460426,0.36279367630104603
0.4,0.011489658042720577,0.2768786725149414,0.02182912487626748,0.36198326386547675,0.36332230023670176
0.45,0.011257315242746853,0.27695914881081196,0.021768172521801743,0.3482871474539935,0.3638527863888949
0.5,0.011042747789820244,0.27703006309120093,0.021711676727469487,0.33556335135984916,0.36438151325159784
0.55,0.01084246611169622,0.27709273584761807,0.02165870628428712,0.32369650696240965,0.364905790307012
0.6000000000000001,0.010670154952990597,0.2771481924657022,0.021613393828733507,0.31259207998167304,0.36542360920694406
0.65,0.010514794503856914,0.27719777083986674,0.02157257463198664,0.302171275835705,0.3659334721342406
0.7000000000000001,0.010386342699791147,0.27724223911454987,0.021539241377933283,0.2923674163981333,0.36643427008616175
0.75,0.010297645674210052,0.277282599349881,0.02151724989233228,0.2831234447734218,0.36692519339035995
0.8,0.010227785238253476,0.277320111150422,0.02150053414812725,0.27439004219670526,0.36740566567975724
0.8500000000000001,0.010170349242343063,0.27735519017205856,0.02148723743020242,0.2661241441846354,0.3678752938262643
0.9,0.010121846594205421,0.27738811571578553,0.021476355166106964,0.2582878988695993,0.36833382855267216
0.9500000000000001,0.01008006256674855,0.27741910121981306,0.021467254407100178,0.2508478202919443,0.3687811344188796
1.0,0.010043980517993368,0.2774483203509319,0.02145965192955418,0.24377411395914694,0.3692171662400275
1.05,0.01001254850855545,0.27747593766333795,0.02145325393674996,0.2370401344123419,0.36964229042103597
1.1,0.009984939515096788,0.2775020940848803,0.02144783086443186,0.23062194169928357,0.3700568564584995
1.1500000000000001,0.009974622927760224,0.2775269119970416,0.021447351834118167,0.22449854548555304,0.3704611953011467
1.2000000000000002,0.009972640084559014,0.2775508388931617,0.021449229905459166,0.21865046428140011,0.37085562082986306
1.25,0.009987737890073083,0.27757400520117365,0.021456050012060135,0.21306057993335636,0.3712404321358503
1.3,0.010012061110955948,0.2775968555650306,0.021465552447733016,0.2077134978837319,0.37161615140601373
1.35,0.010043028372034284,0.2776195019488302,0.021476992720166843,0.20259434227882345,0.371983214714979
1.4000000000000001,0.010082095529888773,0.2776420066505961,0.02149080888191085,0.19781238375982724,0.3723419939788488
1.4500000000000002,0.010127128282236419,0.27766451678372817,0.02150639177451763,0.19328166313147932,0.3726928116107976
1.5,0.010177286677454196,0.2776870869169436,0.02152350311900314,0.18896974985962256,0.373035951389176
1.55,0.010221285581760685,0.2777122426720448,0.021539077365888948,0.18485514894846922,0.3734189020145762
1.6,0.010262952657681804,0.27773803766274197,0.021554040204572356,0.18092127341686298,0.37379734254182495
1.6500000000000001,0.01032993033868549,0.27776393884532447,0.02157650355737717,0.17715444574270367,0.37416074170004804
1.7000000000000002,0.010403713396573248,0.27779047792697265,0.02160106935844386,0.17354366685761274,0.37450449429146565
1.75,0.010480263461740432,0.2778174981690303,0.021626532032063328,0.1700787648316483,0.3748264207589105
1.8,0.010557938193922907,0.2778448389654667,0.021652390868799665,0.1667511418827461,0.37512559842372306
1.85,0.01063610435999734,0.2778723670634605,0.021678445319896655,0.16355263376264234,0.3754018338053016
