seed,config,pd,far,precision,recall,macro_f1,ece,mce,brier,mota,motp,idf1,fragmentation,id_switches,rmse
20260757,no_temp,0.6029,0.8847,0.8789,0.8146,0.8318,0.1524,0.2831,0.1663,0.2954,16.0199,0.7039,7135.0000,12896.0000,16.0199
20260757,no_semantic,0.6029,0.8847,0.8791,0.8148,0.8320,0.2193,0.3556,0.2065,0.2954,16.0199,0.7039,7135.0000,12896.0000,16.0199
20260757,no_covinfl,0.6029,0.8847,0.8791,0.8148,0.8320,0.2193,0.3556,0.2065,0.1858,16.7978,0.6646,7011.0000,15491.0000,16.7978
20260757,no_uncertainty,0.6029,0.8847,0.8314,0.7866,0.7957,0.1237,0.2413,0.1740,0.2954,16.0199,0.7039,7135.0000,12896.0000,16.0199
20260758,full,0.6064,0.8821,0.8708,0.8071,0.8211,0.2105,0.3304,0.2152,0.3040,16.0835,0.7084,7455.0000,13279.0000,16.0835
20260758,no_quality,0.6064,0.8821,0.8727,0.8052,0.8195,0.2040,0.3220,0.2109,0.3673,15.6656,0.7275,7365.0000,11542.0000,15.6656
20260758,no_cross_attn,0.6064,0.8821,0.6916,0.8166,0.7147,0.2224,0.3548,0.4159,0.3040,16.0835,0.7084,7455.0000,13279.0000,16.0835
20260758,no_ensemble,0.6064,0.8821,0.8168,0.7748,0.7797,0.1816,0.2916,0.2213,0.3040,16.0835,0.7084,7455.0000,13279.0000,16.0835
20260758,no_temp,0.6064,0.8821,0.8707,0.8072,0.8213,0.1445,0.2591,0.1771,0.3040,16.0835,0.7084,7455.0000,13279.0000,16.0835
20260758,no_semantic,0.6064,0.8821,0.8708,0.8071,0.8211,0.2105,0.3304,0.2152,0.3040,16.0835,0.7084,7455.0000,13279.0000,16.0835
20260758,no_covinfl,0.6064,0.8821,0.8708,0.8071,0.8211,0.2105,0.3304,0.2152,0.1904,16.9919,0.6674,7438.0000,16141.0000,16.9919
20260758,no_uncertainty,0.6064,0.8821,0.8168,0.7748,0.7797,0.1138,0.2153,0.1868,0.3040,16.0835,0.7084,7455.0000,13279.0000,16.0835
20260759,full,0.5889,0.9068,0.8809,0.8154,0.8296,0.2072,0.3218,0.2203,0.3077,16.0655,0.7048,7634.0000,12682.0000,16.0655
20260759,no_quality,0.5889,0.9068,0.8825,0.8138,0.8279,0.2005,0.3153,0.2161,0.3711,15.6243,0.7241,7468.0000,10915.0000,15.6243
20260759,no_cross_attn,0.5889,0.9068,0.7306,0.8382,0.7543,0.2435,0.3704,0.4063,0.3077,16.0655,0.7048,7634.0000,12682.0000,16.0655
20260759,no_ensemble,0.5889,0.9068,0.8488,0.7926,0.7989,0.1844,0.2802,0.2250,0.3077,16.0655,0.7048,7634.0000,12682.0000,16.0655
20260759,no_temp,0.5889,0.9068,0.8807,0.8153,0.8294,0.1417,0.2525,0.1828,0.3077,16.0655,0.7048,7634.0000,12682.0000,16.0655
20260759,no_semantic,0.5889,0.9068,0.8809,0.8154,0.8296,0.2072,0.3218,0.2203,0.3077,16.0655,0.7048,7634.0000,12682.0000,16.0655
20260759,no_covinfl,0.5889,0.9068,0.8809,0.8154,0.8296,0.2072,0.3218,0.2203,0.1966,16.9115,0.6630,7326.0000,15056.0000,16.9115
20260759,no_uncertainty,0.5889,0.9068,0.8488,0.7926,0.7989,0.1170,0.2067,0.1905,0.3077,16.0655,0.7048,7634.0000,12682.0000,16.0655
